Bode taken on 19092019-154612
0 points could not be taken due to noise in the signal.
Obtained data is as follows:
['Frequency', 'Vpp 1', 'Vpp 2', 'Phase', 'Ratio', 'Slope']
[10.473708979594498, 1.085, 1.0816666666666668, 29.0, -0.02672583535645293]
[10.969857978923836, 1.0833333333333333, 1.0899999999999999, 30.0, 0.05328783362823407, 0.16126943537696214]
[11.489510001873091, 1.0883333333333332, 1.0966666666666667, 29.0, 0.06625424677763267, 0.024952107519582926]
[12.033778407775893, 1.085, 1.106666666666667, 29.5, 0.1717418159965123, 0.1938153456545081]
[12.603829296797274, 1.0833333333333335, 1.111666666666667, 28.166666666666668, 0.22424954547387008, 0.09211060010361345]
[13.200884008314182, 1.0883333333333334, 1.1233333333333333, 29.6, 0.2749343052049166, 0.08489131524023019]
[13.826221737646557, 1.08, 1.133333333333333, 28.0, 0.4186781367128578, 0.22986591847161575]
[14.481182276745338, 1.08, 1.1433333333333333, 28.666666666666668, 0.4949821967231655, 0.11650176683209243]
[15.167168884709225, 1.09, 1.155, 28.80952380952381, 0.5031097257507894, 0.011847941247348278]
[15.885651294280526, 1.1199999999999999, 1.1683333333333334, 29.2, 0.3669748982566698, -0.18947551906712307]
[16.63816886076129, 1.122, 1.17, 28.4, 0.3638600965203786, -0.004139174784793303]
[17.4263338600965, 1.0825, 1.1849999999999998, 29.142857142857142, 0.7858089064143914, 0.5353559346709291]
[18.251834943190435, 1.085, 1.1933333333333334, 28.666666666666668, 0.8266406747932721, 0.04946301006153171]
[19.116440753857017, 1.0816666666666668, 1.205, 29.0, 0.937872009883232, 0.12864976584439602]
[20.022003718155844, 1.09, 1.214, 30.0, 0.9358437759723021, -0.002239749184641666]
[20.970464013232327, 1.0783333333333334, 1.2316666666666667, 30.0, 1.1548031545225077, 0.23085771717259806]
[21.963853724165457, 1.075, 1.2533333333333332, 30.0, 1.3331625191274892, 0.17954621700021592]
[23.00430119772918, 1.08, 1.2699999999999998, 30.25, 1.4075993093801409, 0.0715430544491516]
[24.094035602395245, 1.0766666666666669, 1.2866666666666668, 31.0, 1.5476956468130414, 0.1285600755863364]
[25.23539170434766, 1.0740000000000003, 1.3, 31.0, 1.6587814188659975, 0.0973278820369311]
[26.430814869741056, 1.085, 1.34, 30.8, 1.8335012036051876, 0.14615726865364229]
[27.682866303920665, 1.0725, 1.3499999999999999, 31.8, 1.9987293527648835, 0.13196594376968185]
[28.994228538828768, 1.0866666666666667, 1.3766666666666667, 32.0, 2.0546490317692405, 0.04264243510739482]
[30.367711180354576, 1.0833333333333333, 1.42, 32.0, 2.35052476247689, 0.21542007285870027]
[31.80625692794119, 1.0833333333333333, 1.4433333333333331, 32.4, 2.4920907074898206, 0.09840906710852218]
[33.31294787934674, 1.0866666666666667, 1.4766666666666668, 33.0, 2.6637225231026123, 0.11391308579419131]
[34.891012134067736, 1.08, 1.51, 32.833333333333336, 2.9110638361243946, 0.15673716217943995]
[36.54383070957256, 1.0816666666666668, 1.5483333333333331, 34.0, 3.115420343865449, 0.12364122158939146]
[38.274944785163115, 1.0833333333333333, 1.5816666666666668, 32.0, 3.287057115688743, 0.09914815796569716]
[40.08806328898464, 1.08, 1.6200000000000003, 33.5, 3.521825181113626, 0.12948302327181604]
[41.9870708444391, 1.064, 1.663333333333333, 34.2, 3.8807532588939604, 0.1890082410411672]
[43.97603609302721, 1.0740000000000003, 1.7100000000000002, 32.75, 4.039836580572339, 0.07998295686227083]
[46.05922041145106, 1.0750000000000002, 1.7559999999999998, 33.0, 4.262320946369191, 0.10680013469244308]
[48.241087041653685, 1.0733333333333335, 1.8066666666666669, 30.5, 4.5228682968511205, 0.11941488396920615]
[50.526310653356795, 1.0733333333333335, 1.8666666666666665, 32.0, 4.806643106207388, 0.12417813639899272]
[52.91978735958442, 1.076, 1.9133333333333333, 31.5, 4.999567326958815, 0.08060417728296837]
[55.42664520663107, 1.0750000000000002, 1.9766666666666668, 30.0, 5.29049948785952, 0.11605451072682682]
[58.05225516094899, 1.07, 2.03, 30.0, 5.562245204560064, 0.10349812859813669]
[60.80224261649424, 1.064, 2.0949999999999998, 29.0, 5.884847986865694, 0.11731063778313346]
[63.68249944718586, 1.0700000000000003, 2.1683333333333334, 27.4, 6.1348453698546574, 0.08679690655535502]
[66.69919663030122, 1.07, 2.225, 26.5, 6.358924752634815, 0.07427970697037277]
[69.8587974678525, 1.07, 2.28, 25.8, 6.571021386304881, 0.06712766725129851]
[73.16807143427197, 1.0666666666666667, 2.3516666666666666, 24.0, 6.866940795409214, 0.0894212483182551]
[76.63410868007459, 1.069, 2.3733333333333335, 23.0, 6.927620674168319, 0.01750698981454639]
[80.26433522257175, 1.0859999999999999, 2.415, 19.310344827586206, 6.941746196694059, 0.0038910856830503223]
[84.06652885618325, 1.08, 2.45, 18.75, 7.114846577551655, 0.04552645065926788]
[88.04883581643465, 1.0733333333333335, 2.481666666666667, 14.714285714285714, 7.280176607847281, 0.041516144271608005]
[92.21978823334327, 1.0683333333333334, 2.5066666666666664, 14.25, 7.40779613473612, 0.03059721476837825]
[96.58832241158703, 1.076, 2.521666666666666, 12.1, 7.397508126183451, -0.0023550253089252133]
[101.1637979766207, 1.0666666666666667, 2.5216666666666665, 11.38888888888889, 7.4731790807859895, 0.01653838022452234]
[105.9560179277616, 1.076, 2.5116666666666663, 8.25, 7.362994612012354, -0.02299236468630858]
[110.97524964120721, 1.0633333333333335, 2.5, 8.1875, 7.4254116066903775, 0.012435567481536942]
[116.23224686798518, 1.0643333333333336, 2.49, 5.0625, 7.382433665519077, -0.00817537832289134]
[121.7382727739662, 1.0636666666666665, 2.456666666666667, 4.055555555555555, 7.270813673310823, -0.020272333278890886]
[127.50512407130128, 1.0566666666666669, 2.43, 2.1739130434782608, 7.233365322004462, -0.0064937258437139924]
[133.54515629298987, 1.062, 2.41, 1.2380952380952381, 7.117850516588362, -0.01912486575838267]
[139.87131026472386, 1.0618, 2.3833333333333333, 0.09523809523809523, 7.022841321525599, -0.015018476547879777]
[146.49713983072849, 1.0584999999999998, 2.3516666666666666, -0.8235294117647058, 6.93369802030547, -0.013453907972142756]
[153.43684089300132, 1.06075, 2.3516666666666666, -1.1666666666666667, 6.915254458641012, -0.0026576882057246887]
[160.70528182616385, 1.0655000000000001, 2.3283333333333336, -0.95, 6.7898340336063505, -0.0172554783326953]
[168.31803533309568, 1.0618, 2.3000000000000003, -2.1904761904761907, 6.713702300249096, -0.010000551480871164]
[176.2914118095948, 1.0648000000000002, 2.283333333333333, -1.9166666666666667, 6.626025486122886, -0.010996196452610818]
