Bode taken on 19092019-155643
0 points could not be taken due to noise in the signal.
Obtained data is as follows:
['Frequency', 'Vpp 1', 'Vpp 2', 'Phase', 'Ratio', 'Slope']
[10.473708979594498, 1.08, 1.0716666666666668, 30.0, -0.06728065892742457]
[10.969857978923836, 1.0866666666666667, 1.08, 29.5, -0.05345179722653696, 0.027872396638067582]
[11.489510001873091, 1.08, 1.0866666666666667, 28.666666666666668, 0.053451797226537506, 0.2057215015662773]
[12.033778407775893, 1.08, 1.0933333333333335, 29.0, 0.10657667010133928, 0.09760785726057575]
[12.603829296797274, 1.0750000000000002, 1.1033333333333333, 29.75, 0.22596549608864105, 0.2094353825011293]
[13.200884008314182, 1.074, 1.12, 28.666666666666668, 0.36427482613289625, 0.2316526900740126]
[13.826221737646557, 1.0833333333333333, 1.13, 29.166666666666668, 0.3663267444841551, 0.003281296258022867]
[14.481182276745338, 1.0883333333333334, 1.1349999999999998, 29.5, 0.3646786127542228, -0.0025163832498979123]
[15.167168884709225, 1.09, 1.144, 28.666666666666668, 0.41999053032763384, 0.08063119152950413]
[15.885651294280526, 1.085, 1.16, 29.25, 0.5805650208474035, 0.22349119252005076]
[16.63816886076129, 1.0833333333333333, 1.17, 28.0, 0.6684751097389946, 0.1168213112987022]
[17.4263338600965, 1.08, 1.18, 29.5, 0.7691650363835134, 0.1277523446606326]
[18.251834943190435, 1.0766666666666669, 1.1899999999999997, 30.25, 0.8693138756218017, 0.1213188465639991]
[19.116440753857017, 1.0766666666666669, 1.2, 31.0, 0.9419995687236857, 0.08406801366028963]
[20.022003718155844, 1.0833333333333333, 1.2133333333333332, 29.5, 0.9843604534036314, 0.046778508342316664]
[20.970464013232327, 1.0750000000000002, 1.235, 30.333333333333332, 1.205169866881208, 0.23280828372448711]
[21.963853724165457, 1.0875000000000001, 1.2466666666666668, 30.4, 1.1864216370828553, -0.01887298568931405]
[23.00430119772918, 1.0716666666666668, 1.26, 29.0, 1.4062164515396882, 0.2112502745611898]
[24.094035602395245, 1.0733333333333335, 1.29, 30.5, 1.597101866461609, 0.1751669159976786]
[25.23539170434766, 1.0716666666666668, 1.3066666666666669, 32.0, 1.7221017952043276, 0.10951878079846643]
[26.430814869741056, 1.071666666666667, 1.335, 33.6, 1.908430863200309, 0.1558687110891508]
[27.682866303920665, 1.0725000000000002, 1.3516666666666666, 32.2, 2.0094460594150085, 0.08067974961498955]
[28.994228538828768, 1.08, 1.3883333333333334, 33.0, 2.1813999107238855, 0.1311261272678995]
[30.367711180354576, 1.0733333333333335, 1.42, 33.0, 2.4310745481377585, 0.18178215717128274]
[31.80625692794119, 1.0733333333333335, 1.4400000000000002, 33.333333333333336, 2.5525575023816245, 0.08444844694558552]
[33.31294787934674, 1.0740000000000003, 1.4733333333333334, 34.5, 2.7459346653178516, 0.1283456058163962]
