time	V(vin)	V(vout)
6.569853115614270e-003	1.000000e+000	7.043093e-004
6.585478115614270e-003	1.000000e+000	6.431511e-004
6.601103115614270e-003	1.000000e+000	5.596494e-004
6.624540615614270e-003	1.000000e+000	4.022431e-004
6.647978115614270e-003	1.000000e+000	2.212145e-004
6.671415615614270e-003	1.000000e+000	3.407599e-005
6.694853115614270e-003	1.000000e+000	-1.423990e-004
6.718290615614270e-003	1.000000e+000	-2.935860e-004
6.733915615614270e-003	1.000000e+000	-3.745608e-004
6.749540615614270e-003	1.000000e+000	-4.367752e-004
6.765165615614270e-003	1.000000e+000	-4.786956e-004
6.780790615614270e-003	1.000000e+000	-4.996642e-004
6.796415615614270e-003	1.000000e+000	-4.998812e-004
6.812040615614270e-003	1.000000e+000	-4.803556e-004
6.835478115614270e-003	1.000000e+000	-4.180257e-004
6.858915615614270e-003	1.000000e+000	-3.237028e-004
6.882353115614270e-003	1.000000e+000	-2.079412e-004
6.905790615614270e-003	1.000000e+000	-8.239963e-005
6.929228115614270e-003	1.000000e+000	4.125696e-005
6.952665615614270e-003	1.000000e+000	1.523753e-004
6.976103115614270e-003	1.000000e+000	2.421699e-004
6.999540615614270e-003	1.000000e+000	3.043543e-004
7.022978115614270e-003	1.000000e+000	3.355078e-004
7.046415615614270e-003	1.000000e+000	3.351660e-004
7.069853115614270e-003	1.000000e+000	3.056464e-004
7.093290615614270e-003	1.000000e+000	2.516443e-004
7.105567401328556e-003	1.000000e+000	2.128857e-004
7.117844187042841e-003	1.000000e+000	1.730752e-004
7.130120972757127e-003	1.000000e+000	1.322127e-004
7.142397758471413e-003	1.000000e+000	9.029829e-005
7.154674544185699e-003	1.000000e+000	4.733189e-005
7.166951329899985e-003	1.000000e+000	3.313517e-006
7.179228115614270e-003	1.000000e+000	-4.175682e-005
7.195969187042841e-003	1.000000e+000	-9.726258e-005
7.212710258471413e-003	1.000000e+000	-1.428793e-004
7.229451329899985e-003	1.000000e+000	-1.786069e-004
7.246192401328556e-003	1.000000e+000	-2.044454e-004
7.262933472757127e-003	1.000000e+000	-2.203949e-004
7.279674544185699e-003	1.000000e+000	-2.264553e-004
7.296415615614270e-003	1.000000e+000	-2.226266e-004
7.304228115614270e-003	1.000000e+000	-2.168684e-004
7.318737044185699e-003	1.000000e+000	-1.979324e-004
7.333245972757127e-003	1.000000e+000	-1.757336e-004
7.347754901328556e-003	1.000000e+000	-1.502719e-004
7.362263829899985e-003	1.000000e+000	-1.215476e-004
7.376772758471414e-003	1.000000e+000	-8.956037e-005
7.391281687042841e-003	1.000000e+000	-5.431040e-005
7.405790615614270e-003	1.000000e+000	-1.579764e-005
7.424763829899985e-003	1.000000e+000	3.191200e-005
7.443737044185699e-003	1.000000e+000	7.171117e-005
7.462710258471414e-003	1.000000e+000	1.035999e-004
7.481683472757127e-003	1.000000e+000	1.275781e-004
7.500656687042842e-003	1.000000e+000	1.436458e-004
7.519629901328556e-003	1.000000e+000	1.518031e-004
7.538603115614270e-003	1.000000e+000	1.520499e-004
7.554228115614270e-003	1.000000e+000	1.417798e-004
7.569853115614270e-003	1.000000e+000	1.285069e-004
7.585478115614270e-003	1.000000e+000	1.122314e-004
7.601103115614270e-003	1.000000e+000	9.295319e-005
7.616728115614271e-003	1.000000e+000	7.067229e-005
7.632353115614271e-003	1.000000e+000	4.538870e-005
7.647978115614271e-003	1.000000e+000	1.710242e-005
7.669183472757127e-003	1.000000e+000	-1.941882e-005
7.690388829899985e-003	1.000000e+000	-4.923526e-005
7.711594187042842e-003	1.000000e+000	-7.234688e-005
7.732799544185699e-003	1.000000e+000	-8.875368e-005
7.754004901328556e-003	1.000000e+000	-9.845567e-005
7.775210258471414e-003	1.000000e+000	-1.014529e-004
7.796415615614271e-003	1.000000e+000	-9.774521e-005
7.814272758471411e-003	1.000000e+000	-8.562046e-005
7.832129901328554e-003	1.000000e+000	-7.198904e-005
7.849987044185694e-003	1.000000e+000	-5.685094e-005
7.867844187042835e-003	1.000000e+000	-4.020617e-005
7.885701329899976e-003	1.000000e+000	-2.205472e-005
7.903558472757118e-003	1.000000e+000	-2.396600e-006
7.921415615614259e-003	1.000000e+000	1.876819e-005
7.931460258471400e-003	1.000000e+000	2.862593e-005
7.941504901328542e-003	1.000000e+000	3.747038e-005
7.951549544185683e-003	1.000000e+000	4.530153e-005
7.961594187042826e-003	1.000000e+000	5.211940e-005
7.971638829899968e-003	1.000000e+000	5.792397e-005
7.981683472757109e-003	1.000000e+000	6.271524e-005
7.991728115614251e-003	1.000000e+000	6.649323e-005
7.999540615614250e-003	1.000000e+000	6.862947e-005
8.000000000000000e-003	1.000000e+000	6.873487e-005
