time,V(vin),V(vout)
8.197175296052507e-004,1.000000e+000,-1.175888e-001
8.265534671052506e-004,1.000000e+000,-1.214715e-001
8.333894046052505e-004,1.000000e+000,-1.243360e-001
8.402253421052504e-004,1.000000e+000,-1.261825e-001
8.470612796052503e-004,1.000000e+000,-1.270189e-001
8.504792483552502e-004,1.000000e+000,-1.270629e-001
8.538972171052502e-004,1.000000e+000,-1.268609e-001
8.573151858552501e-004,1.000000e+000,-1.264158e-001
8.641511233552500e-004,1.000000e+000,-1.248112e-001
8.709870608552499e-004,1.000000e+000,-1.222823e-001
8.778229983552498e-004,1.000000e+000,-1.188687e-001
8.846589358552497e-004,1.000000e+000,-1.146159e-001
8.914948733552496e-004,1.000000e+000,-1.095749e-001
8.983308108552495e-004,1.000000e+000,-1.038017e-001
9.085847171052494e-004,1.000000e+000,-9.390181e-002
9.188386233552492e-004,1.000000e+000,-8.271023e-002
9.290925296052491e-004,1.000000e+000,-7.046126e-002
9.393464358552489e-004,1.000000e+000,-5.739976e-002
9.496003421052487e-004,1.000000e+000,-4.377662e-002
9.598542483552486e-004,1.000000e+000,-2.984419e-002
9.701081546052484e-004,1.000000e+000,-1.585196e-002
9.769440921052483e-004,1.000000e+000,-6.610688e-003
9.803620608552484e-004,1.000000e+000,-2.042309e-003
9.837800296052485e-004,1.000000e+000,2.479954e-003
9.871979983552485e-004,1.000000e+000,6.947866e-003
9.906159671052486e-004,1.000000e+000,1.135338e-002
9.974519046052487e-004,1.000000e+000,1.994614e-002
1.004287842105249e-003,1.000000e+000,2.819830e-002
1.011123779605249e-003,1.000000e+000,3.605386e-002
1.014541748355249e-003,1.000000e+000,3.981657e-002
1.017959717105249e-003,1.000000e+000,4.346109e-002
1.021377685855249e-003,1.000000e+000,4.698167e-002
1.024795654605249e-003,1.000000e+000,5.037284e-002
1.028213623355249e-003,1.000000e+000,5.362949e-002
1.031631592105249e-003,1.000000e+000,5.674679e-002
1.035049560855249e-003,1.000000e+000,5.972024e-002
1.038467529605249e-003,1.000000e+000,6.254566e-002
1.041885498355249e-003,1.000000e+000,6.521923e-002
1.045303467105250e-003,1.000000e+000,6.773743e-002
1.048721435855250e-003,1.000000e+000,7.009711e-002
1.052139404605250e-003,1.000000e+000,7.229543e-002
1.055557373355250e-003,1.000000e+000,7.432993e-002
1.058975342105250e-003,1.000000e+000,7.619844e-002
1.062393310855250e-003,1.000000e+000,7.789920e-002
1.065811279605250e-003,1.000000e+000,7.943075e-002
1.069229248355250e-003,1.000000e+000,8.079198e-002
1.072647217105250e-003,1.000000e+000,8.198212e-002
1.076065185855250e-003,1.000000e+000,8.300076e-002
1.079483154605250e-003,1.000000e+000,8.384780e-002
1.082901123355250e-003,1.000000e+000,8.452348e-002
1.086319092105250e-003,1.000000e+000,8.502839e-002
1.089737060855250e-003,1.000000e+000,8.536340e-002
1.093155029605250e-003,1.000000e+000,8.552974e-002
1.096572998355250e-003,1.000000e+000,8.552894e-002
1.099990967105250e-003,1.000000e+000,8.536282e-002
1.103408935855250e-003,1.000000e+000,8.503353e-002
1.106826904605251e-003,1.000000e+000,8.454347e-002
1.110244873355251e-003,1.000000e+000,8.389538e-002
1.113662842105251e-003,1.000000e+000,8.309223e-002
1.117080810855251e-003,1.000000e+000,8.213726e-002
1.120498779605251e-003,1.000000e+000,8.103399e-002
1.123916748355251e-003,1.000000e+000,7.978618e-002
1.127334717105251e-003,1.000000e+000,7.839783e-002
1.130752685855251e-003,1.000000e+000,7.687314e-002
1.134170654605251e-003,1.000000e+000,7.521658e-002
1.137588623355251e-003,1.000000e+000,7.343279e-002
1.141006592105251e-003,1.000000e+000,7.152660e-002
1.144424560855251e-003,1.000000e+000,6.950305e-002
1.147842529605251e-003,1.000000e+000,6.736733e-002
1.151260498355251e-003,1.000000e+000,6.512479e-002
1.154678467105251e-003,1.000000e+000,6.278096e-002
1.161514404605251e-003,1.000000e+000,5.781206e-002
1.168350342105252e-003,1.000000e+000,5.250714e-002
1.178604248355252e-003,1.000000e+000,4.402529e-002
1.188858154605252e-003,1.000000e+000,3.506272e-002
1.199112060855252e-003,1.000000e+000,2.578908e-002
1.209365967105252e-003,1.000000e+000,1.637384e-002
1.219619873355252e-003,1.000000e+000,6.983393e-003
1.223037842105253e-003,1.000000e+000,3.886726e-003
1.226455810855253e-003,1.000000e+000,8.164833e-004
1.229873779605253e-003,1.000000e+000,-2.221690e-003
1.233291748355253e-003,1.000000e+000,-5.222273e-003
1.236709717105253e-003,1.000000e+000,-8.179878e-003
1.243545654605253e-003,1.000000e+000,-1.394532e-002
1.250381592105253e-003,1.000000e+000,-1.947790e-002
1.257217529605253e-003,1.000000e+000,-2.474019e-002
1.264053467105253e-003,1.000000e+000,-2.969761e-002
1.270889404605253e-003,1.000000e+000,-3.431873e-002
1.277725342105253e-003,1.000000e+000,-3.857535e-002
1.287979248355254e-003,1.000000e+000,-4.422364e-002
1.298233154605254e-003,1.000000e+000,-4.892829e-002
1.308487060855254e-003,1.000000e+000,-5.263916e-002
1.318740967105254e-003,1.000000e+000,-5.532479e-002
1.328994873355254e-003,1.000000e+000,-5.697236e-002
1.335830810855254e-003,1.000000e+000,-5.749600e-002
1.339248779605254e-003,1.000000e+000,-5.758733e-002
1.342666748355255e-003,1.000000e+000,-5.756634e-002
1.346084717105255e-003,1.000000e+000,-5.743430e-002
1.352920654605255e-003,1.000000e+000,-5.684318e-002
1.359756592105255e-003,1.000000e+000,-5.582807e-002
1.366592529605255e-003,1.000000e+000,-5.440600e-002
1.373428467105255e-003,1.000000e+000,-5.259679e-002
1.380264404605255e-003,1.000000e+000,-5.042276e-002
1.390518310855255e-003,1.000000e+000,-4.653223e-002
1.400772217105255e-003,1.000000e+000,-4.196858e-002
1.411026123355256e-003,1.000000e+000,-3.683212e-002
1.421280029605256e-003,1.000000e+000,-3.122975e-002
1.431533935855256e-003,1.000000e+000,-2.527289e-002
1.441787842105256e-003,1.000000e+000,-1.907543e-002
1.452041748355256e-003,1.000000e+000,-1.275169e-002
1.462295654605257e-003,1.000000e+000,-6.414448e-003
1.469131592105257e-003,1.000000e+000,-2.236309e-003
1.472549560855257e-003,1.000000e+000,-1.730432e-004
1.475967529605257e-003,1.000000e+000,1.867947e-003
1.479385498355257e-003,1.000000e+000,3.882961e-003
1.486221435855257e-003,1.000000e+000,7.820714e-003
1.493057373355257e-003,1.000000e+000,1.161253e-002
1.499893310855257e-003,1.000000e+000,1.523245e-002
1.506729248355257e-003,1.000000e+000,1.865639e-002
1.513565185855257e-003,1.000000e+000,2.186232e-002
1.520401123355257e-003,1.000000e+000,2.483034e-002
1.530655029605258e-003,1.000000e+000,2.879838e-002
1.540908935855258e-003,1.000000e+000,3.214253e-002
1.551162842105258e-003,1.000000e+000,3.482559e-002
1.561416748355258e-003,1.000000e+000,3.682297e-002
1.571670654605258e-003,1.000000e+000,3.812263e-002
1.581924560855259e-003,1.000000e+000,3.872493e-002
1.585342529605259e-003,1.000000e+000,3.877252e-002
1.588760498355259e-003,1.000000e+000,3.874465e-002
1.595596435855259e-003,1.000000e+000,3.846617e-002
1.602432373355259e-003,1.000000e+000,3.789812e-002
1.609268310855259e-003,1.000000e+000,3.705119e-002
1.616104248355259e-003,1.000000e+000,3.593796e-002
1.622940185855259e-003,1.000000e+000,3.457279e-002
1.633194092105259e-003,1.000000e+000,3.208803e-002
1.643447998355260e-003,1.000000e+000,2.913266e-002
1.653701904605260e-003,1.000000e+000,2.577279e-002
1.663955810855260e-003,1.000000e+000,2.207929e-002
1.674209717105260e-003,1.000000e+000,1.812649e-002
1.684463623355260e-003,1.000000e+000,1.399075e-002
1.694717529605260e-003,1.000000e+000,9.749077e-003
1.704971435855261e-003,1.000000e+000,5.477814e-003
1.715225342105261e-003,1.000000e+000,1.251319e-003
1.718643310855261e-003,1.000000e+000,-1.351480e-004
1.722061279605261e-003,1.000000e+000,-1.506159e-003
1.728897217105261e-003,1.000000e+000,-4.191951e-003
1.735733154605261e-003,1.000000e+000,-6.786977e-003
1.742569092105261e-003,1.000000e+000,-9.273272e-003
1.749405029605261e-003,1.000000e+000,-1.163410e-002
1.756240967105261e-003,1.000000e+000,-1.385404e-002
1.763076904605262e-003,1.000000e+000,-1.591911e-002
1.773330810855262e-003,1.000000e+000,-1.869943e-002
1.783584717105262e-003,1.000000e+000,-2.106799e-002
1.793838623355262e-003,1.000000e+000,-2.299749e-002
1.804092529605262e-003,1.000000e+000,-2.446904e-002
1.814346435855262e-003,1.000000e+000,-2.547225e-002
1.824600342105263e-003,1.000000e+000,-2.600511e-002
1.831436279605263e-003,1.000000e+000,-2.610175e-002
1.838272217105263e-003,1.000000e+000,-2.599566e-002
1.845108154605263e-003,1.000000e+000,-2.569210e-002
1.851944092105263e-003,1.000000e+000,-2.519768e-002
1.858780029605263e-003,1.000000e+000,-2.452038e-002
1.869033935855263e-003,1.000000e+000,-2.318194e-002
1.879287842105263e-003,1.000000e+000,-2.148864e-002
1.889541748355264e-003,1.000000e+000,-1.948114e-002
1.899795654605264e-003,1.000000e+000,-1.720413e-002
1.910049560855264e-003,1.000000e+000,-1.470552e-002
1.920303467105264e-003,1.000000e+000,-1.203545e-002
1.930557373355264e-003,1.000000e+000,-9.245377e-003
1.940811279605265e-003,1.000000e+000,-6.387145e-003
1.951065185855265e-003,1.000000e+000,-3.512090e-003
1.961319092105264e-003,1.000000e+000,-6.701637e-004
1.964737060855264e-003,1.000000e+000,2.614503e-004
1.971572998355264e-003,1.000000e+000,2.090874e-003
1.978408935855264e-003,1.000000e+000,3.864354e-003
1.985244873355263e-003,1.000000e+000,5.569481e-003
1.992080810855263e-003,1.000000e+000,7.194638e-003
1.998916748355263e-003,1.000000e+000,8.729080e-003
2.009170654605262e-003,1.000000e+000,1.083944e-002
2.019424560855262e-003,1.000000e+000,1.269493e-002
2.029678467105261e-003,1.000000e+000,1.427193e-002
2.039932373355261e-003,1.000000e+000,1.555241e-002
2.050186279605260e-003,1.000000e+000,1.652400e-002
2.060440185855260e-003,1.000000e+000,1.718005e-002
2.070694092105259e-003,1.000000e+000,1.751956e-002
2.077530029605259e-003,1.000000e+000,1.757201e-002
2.084365967105259e-003,1.000000e+000,1.748828e-002
2.091201904605258e-003,1.000000e+000,1.727197e-002
2.101455810855258e-003,1.000000e+000,1.670911e-002
2.111709717105257e-003,1.000000e+000,1.587743e-002
2.121963623355257e-003,1.000000e+000,1.479997e-002
2.132217529605256e-003,1.000000e+000,1.350322e-002
2.142471435855256e-003,1.000000e+000,1.201661e-002
2.152725342105255e-003,1.000000e+000,1.037185e-002
2.162979248355255e-003,1.000000e+000,8.602352e-003
2.173233154605255e-003,1.000000e+000,6.742578e-003
2.183487060855254e-003,1.000000e+000,4.827422e-003
2.193740967105254e-003,1.000000e+000,2.891595e-003
2.203994873355253e-003,1.000000e+000,9.690358e-004
2.210830810855253e-003,1.000000e+000,-2.891268e-004
2.217666748355252e-003,1.000000e+000,-1.517638e-003
2.224502685855252e-003,1.000000e+000,-2.707703e-003
2.231338623355252e-003,1.000000e+000,-3.851013e-003
2.238174560855252e-003,1.000000e+000,-4.939800e-003
2.248428467105251e-003,1.000000e+000,-6.455216e-003
2.258682373355251e-003,1.000000e+000,-7.810417e-003
2.268936279605250e-003,1.000000e+000,-8.987326e-003
2.279190185855250e-003,1.000000e+000,-9.971515e-003
2.289444092105249e-003,1.000000e+000,-1.075234e-002
2.299697998355249e-003,1.000000e+000,-1.132299e-002
2.309951904605248e-003,1.000000e+000,-1.168051e-002
2.320205810855248e-003,1.000000e+000,-1.182566e-002
2.330459717105247e-003,1.000000e+000,-1.176288e-002
2.340713623355247e-003,1.000000e+000,-1.149999e-002
