Bode taken on 19092019-120018
0 points could not be taken due to noise in the signal.
Obtained data is as follows:
['Frequency', 'Vpp 1', 'Vpp 2', 'Phase', 'Ratio', 'Slope']
[12.067926406393289, 2.0540000000000003, 1.88, 2.0551999999999997, -0.7688517999515926]
[14.563484775012437, 2.0516666666666663, 1.8516666666666666, 1.9718518518518517, -0.8908798798089732, -0.04889810688936186]
[17.57510624854792, 2.0533333333333337, 1.8216666666666665, 2.0584000000000002, -1.0398109175740795, -0.049452110457383985]
[21.209508879201906, 2.0583333333333336, 1.76, 2.0544, -1.3600607879578221, -0.08811623337563897]
[25.59547922699536, 2.05, 1.6733333333333331, 2.0454166666666667, -1.7634279726079491, -0.0919676041250616]
[30.888435964774818, 2.06, 1.555, 2.0559999999999996, -2.4427365401259418, -0.1283419837289245]
[37.2759372031494, 2.0516666666666663, 1.4166666666666667, 2.0532, -3.216782544340469, -0.12118134702882623]
[44.98432668969444, 2.0500000000000003, 1.2699999999999998, 2.0491999999999995, -4.1590028019959515, -0.12223308893513013]
[54.286754393238596, 2.043333333333333, 1.137, 2.0487999999999995, -5.091575102220355, -0.10025042171186131]
[65.51285568595509, 2.0516666666666663, 1.009, 2.05, -6.164312726215243, -0.09555745098174752]
[79.06043210907697, 2.051666666666667, 0.9229999999999999, 2.0467999999999997, -6.938102030435216, -0.05711643766034293]
[95.40954763499938, 2.0416666666666665, 0.887, 2.0467999999999997, -7.241224369703625, -0.01854059559294153]
[115.1395399326447, 2.045, 0.887, 2.044583333333333, -7.255393850232683, -0.0007181695925319375]
[138.94954943731375, 2.043333333333333, 0.9158000000000002, 2.0435999999999996, -6.970771612141479, 0.011953890150081246]
[167.68329368110065, 2.0500000000000003, 0.9524999999999999, 2.0515999999999996, -6.65777753416195, 0.01089290958129162]
[202.35896477251555, 2.0399999999999996, 0.972, 2.0396, -6.439278049992482, 0.006301233034349676]
[244.205309454865, 2.05, 0.975, 2.0491999999999995, -6.454984907144349, -0.00037534597755420346]
[294.705170255181, 2.0383333333333327, 0.9476666666666665, 2.0362500000000003, -6.6523920336372395, -0.00390906278481575]
[355.64803062231283, 2.0399999999999996, 0.9030000000000001, 2.0424, -7.0788483422478565, -0.0069976418245149595]
[429.1934260128778, 2.046666666666667, 0.8618333333333333, 2.0395999999999996, -7.512476580661583, -0.005896062372238686]
[517.9474679231213, 2.0383333333333336, 0.8474999999999998, 2.0404, -7.622709995550444, -0.0012420100822038008]
[625.0551925273969, 2.03, 0.8610000000000001, 2.027, -7.449857729191161, 0.0016138169959067806]
[754.3120063354615, 2.0416666666666665, 0.916, 2.14, -6.961787292981144, 0.0037759745256815635]
[910.2981779915218, 2.0266666666666664, 0.9746666666666667, 2.0260000000000002, -6.358524219738241, 0.003867413802378974]
[1098.5411419875584, 2.0399999999999996, 1.0265, 2.0949999999999998, -5.96542427438576, 0.002088258371031375]
[1325.7113655901082, 2.025, 1.0608333333333333, 1.9834615384615388, -5.615557398893135, 0.0015401088661370563]
[1599.8587196060573, 2.0366666666666666, 1.0489999999999997, 2.0376000000000003, -5.762889346586681, -0.0005374188207009795]
[1930.6977288832495, 2.0266666666666664, 1.0005, 2.0278947368421054, -6.131304631616845, -0.0011135787337625872]
[2329.951810515372, 2.0366666666666666, 0.9454999999999999, 2.04, -6.665168446836666, -0.0013371530556116624]
[2811.768697974228, 2.0316666666666663, 0.86, 2.0343999999999998, -7.467080079823409, -0.0016643493697701113]
[3393.221771895326, 2.0366666666666666, 0.7982500000000001, 2.0336000000000003, -8.135620566228184, -0.0011497754786923592]
[4094.9150623804235, 2.025, 0.7630000000000001, 2.025, -8.478009791916136, -0.00048794712779888597]
[4941.713361323833, 2.0316666666666663, 0.752, 1.993846153846154, -8.63269229286192, -0.00018266746772966884]
[5963.623316594642, 2.02, 0.758, 2.0236, -8.513643276291404, 0.00011649658167677568]
[7196.856730011514, 2.03, 0.7625000000000001, 2.1733333333333333, -8.505123797887787, 6.908244871514065e-06]
[8685.11373751352, 2.02, 0.775, 2.018, -8.32099333880627, 0.00012372221877898272]
[10481.131341546852, 2.013333333333333, 0.7597499999999999, 2.0179999999999993, -8.464899502989779, -8.012514123488411e-05]
[12648.552168552958, 2.0166666666666666, 0.7888333333333334, 2.0151999999999997, -8.15297731696912, 0.0001439139931360365]
[15264.179671752303, 2.0149999999999997, 0.835, 23.75, -7.651771499870524, 0.0001916197227952138]
[18420.699693267165, 2.016666666666666, 0.9095, 28.0, -6.916628330666079, 0.0002328967230347675]
[22229.96482526191, 2.013333333333333, 1.028, 29.4, -5.838451384844248, 0.0002830406675466131]
[26826.957952797275, 2.01, 1.181, 28.75, -4.61892319613948, 0.00026528823404149986]
[32374.5754281764, 2.01, 1.3216666666666668, 27.8, -3.641482409730572, 0.00017619109297764083]
[39069.39937054613, 2.01, 1.4633333333333332, 24.0, -2.7570558379605985, 0.00013210602390492697]
[47148.663634573895, 2.0116666666666663, 1.5883333333333336, 17.5, -2.052287389180453, 8.723176093126043e-05]
[56898.66029018293, 2.0066666666666664, 1.6966666666666663, 12.0, -1.4575741784213168, 6.099624766712161e-05]
[68664.88450042998, 2.0083333333333333, 1.76, 2.0076, -1.1464625742618748, 2.6441073924844897e-05]
[82864.27728546843, 2.0066666666666664, 1.8240000000000003, 2.0051724137931033, -0.8290080509152926, 2.2356908365903943e-05]
[100000.0, 2.0033333333333334, 1.87, 2.0052, -0.5982322149315618, 1.3467528614245521e-05]
