Freq.	V(n005)/(-I(R1)-I(R2))
9.61678696899423e+001	(5.22407005497711e+001dB,-1.60957818116169e+001°)
9.63895595250221e+001	(5.22467252763686e+001dB,-1.59867492614741e+001°)
9.66117604079511e+001	(5.22527860000180e+001dB,-1.58783642387350e+001°)
9.68344735168164e+001	(5.22588819009023e+001dB,-1.57706248824109e+001°)
9.70577000324208e+001	(5.22650121675397e+001dB,-1.56635292939457e+001°)
9.72814411382889e+001	(5.22711759967785e+001dB,-1.55570755382188e+001°)
9.75056980206738e+001	(5.22773725937893e+001dB,-1.54512616445435e+001°)
9.77304718685632e+001	(5.22836011720516e+001dB,-1.53460856076364e+001°)
9.79557638736857e+001	(5.22898609533441e+001dB,-1.52415453885970e+001°)
9.81815752305171e+001	(5.22961511677255e+001dB,-1.51376389158594e+001°)
9.84079071362867e+001	(5.23024710535218e+001dB,-1.50343640861390e+001°)
9.86347607909836e+001	(5.23088198573069e+001dB,-1.49317187653635e+001°)
9.88621373973635e+001	(5.23151968338805e+001dB,-1.48297007895915e+001°)
9.90900381609545e+001	(5.23216012462441e+001dB,-1.47283079659222e+001°)
9.93184642900636e+001	(5.23280323655860e+001dB,-1.46275380733878e+001°)
9.95474169957836e+001	(5.23344894712432e+001dB,-1.45273888638353e+001°)
9.97768974919988e+001	(5.23409718506814e+001dB,-1.44278580628097e+001°)
1.00006906995392e+002	(5.23474787994646e+001dB,-1.43289433703901e+001°)
1.00237446725451e+002	(5.23540096212265e+001dB,-1.42306424620538e+001°)
1.00468517904474e+002	(5.23605636276328e+001dB,-1.41329529894946e+001°)
1.00700121757577e+002	(5.23671401383561e+001dB,-1.40358725814543e+001°)
1.00932259512702e+002	(5.23737384810350e+001dB,-1.39393988445242e+001°)
1.01164932400619e+002	(5.23803579912402e+001dB,-1.38435293639447e+001°)
1.01398141654937e+002	(5.23869980124372e+001dB,-1.37482617043835e+001°)
1.01631888512108e+002	(5.23936578959494e+001dB,-1.36535934107097e+001°)
1.01866174211435e+002	(5.24003370009158e+001dB,-1.35595220087540e+001°)
1.02100999995078e+002	(5.24070346942514e+001dB,-1.34660450060477e+001°)
1.02336367108058e+002	(5.24137503506086e+001dB,-1.33731598925653e+001°)
1.02572276798269e+002	(5.24204833523263e+001dB,-1.32808641414404e+001°)
1.02808730316481e+002	(5.24272330893983e+001dB,-1.31891552096724e+001°)
1.03045728916348e+002	(5.24339989594147e+001dB,-1.30980305388405e+001°)
1.03283273854410e+002	(5.24407803675295e+001dB,-1.30074875557654e+001°)
1.03521366390110e+002	(5.24475767264036e+001dB,-1.29175236731976e+001°)
1.03760007785788e+002	(5.24543874561639e+001dB,-1.28281362904826e+001°)
1.03999199306699e+002	(5.24612119843526e+001dB,-1.27393227942014e+001°)
1.04238942221012e+002	(5.24680497458819e+001dB,-1.26510805588079e+001°)
1.04479237799820e+002	(5.24749001829775e+001dB,-1.25634069472650e+001°)
1.04720087317146e+002	(5.24817627451360e+001dB,-1.24762993116603e+001°)
1.04961492049951e+002	(5.24886368890684e+001dB,-1.23897549937916e+001°)
1.05203453278137e+002	(5.24955220786556e+001dB,-1.23037713257897e+001°)
1.05445972284561e+002	(5.25024177848867e+001dB,-1.22183456306670e+001°)
1.05689050355032e+002	(5.25093234858176e+001dB,-1.21334752229137e+001°)
1.05932688778328e+002	(5.25162386665074e+001dB,-1.20491574090458e+001°)
1.06176888846194e+002	(5.25231628189757e+001dB,-1.19653894881529e+001°)
1.06421651853355e+002	(5.25300954421383e+001dB,-1.18821687524436e+001°)
1.06666979097520e+002	(5.25370360417618e+001dB,-1.17994924877574e+001°)
1.06912871879390e+002	(5.25439841304053e+001dB,-1.17173579740956e+001°)
1.07159331502664e+002	(5.25509392273620e+001dB,-1.16357624861279e+001°)
1.07406359274046e+002	(5.25579008586114e+001dB,-1.15547032936690e+001°)
1.07653956503254e+002	(5.25648685567593e+001dB,-1.14741776621885e+001°)
1.07902124503021e+002	(5.25718418609820e+001dB,-1.13941828532687e+001°)
1.08150864589112e+002	(5.25788203169719e+001dB,-1.13147161250819e+001°)
1.08400178080321e+002	(5.25858034768805e+001dB,-1.12357747328283e+001°)
1.08650066298483e+002	(5.25927908992591e+001dB,-1.11573559292026e+001°)
1.08900530568480e+002	(5.25997821490132e+001dB,-1.10794569648154e+001°)
1.09151572218250e+002	(5.26067767973306e+001dB,-1.10020750886274e+001°)
1.09403192578790e+002	(5.26137744216345e+001dB,-1.09252075483590e+001°)
1.09655392984167e+002	(5.26207746055256e+001dB,-1.08488515909027e+001°)
1.09908174771521e+002	(5.26277769387246e+001dB,-1.07730044627228e+001°)
1.10161539281076e+002	(5.26347810170099e+001dB,-1.06976634102452e+001°)
1.10415487856147e+002	(5.26417864421726e+001dB,-1.06228256802242e+001°)
1.10670021843143e+002	(5.26487928219440e+001dB,-1.05484885201401e+001°)
1.10925142591578e+002	(5.26557997699549e+001dB,-1.04746491785395e+001°)
1.11180851454076e+002	(5.26628069056666e+001dB,-1.04013049053956e+001°)
1.11437149786382e+002	(5.26698138543168e+001dB,-1.03284529524640e+001°)
1.11694038947362e+002	(5.26768202468676e+001dB,-1.02560905736075e+001°)
1.11951520299018e+002	(5.26838257199432e+001dB,-1.01842150251321e+001°)
1.12209595206490e+002	(5.26908299157749e+001dB,-1.01128235661101e+001°)
1.12468265038065e+002	(5.26978324821481e+001dB,-1.00419134586868e+001°)
1.12727531165186e+002	(5.27048330723381e+001dB,-9.97148196839037e+000°)
1.12987394962456e+002	(5.27118313450621e+001dB,-9.90152636443339e+000°)
1.13247857807646e+002	(5.27188269644186e+001dB,-9.83204391999880e+000°)
1.13508921081705e+002	(5.27258195998307e+001dB,-9.76303191251875e+000°)
1.13770586168764e+002	(5.27328089259955e+001dB,-9.69448762395831e+000°)
1.14032854456145e+002	(5.27397946228204e+001dB,-9.62640834108304e+000°)
1.14295727334369e+002	(5.27467763753757e+001dB,-9.55879135570975e+000°)
1.14559206197161e+002	(5.27537538738340e+001dB,-9.49163396497876e+000°)
1.14823292441461e+002	(5.27607268134184e+001dB,-9.42493347158431e+000°)
1.15087987467427e+002	(5.27676948943474e+001dB,-9.35868718401811e+000°)
1.15353292678446e+002	(5.27746578217762e+001dB,-9.29289241681598e+000°)
1.15619209481139e+002	(5.27816153057497e+001dB,-9.22754649076860e+000°)
1.15885739285372e+002	(5.27885670611421e+001dB,-9.16264673315155e+000°)
1.16152883504258e+002	(5.27955128076082e+001dB,-9.09819047794059e+000°)
1.16420643554170e+002	(5.28024522695255e+001dB,-9.03417506601467e+000°)
1.16689020854744e+002	(5.28093851759440e+001dB,-8.97059784535954e+000°)
1.16958016828891e+002	(5.28163112605317e+001dB,-8.90745617127103e+000°)
1.17227632902801e+002	(5.28232302615245e+001dB,-8.84474740653405e+000°)
1.17497870505951e+002	(5.28301419216713e+001dB,-8.78246892161643e+000°)
1.17768731071113e+002	(5.28370459881853e+001dB,-8.72061809483770e+000°)
1.18040216034364e+002	(5.28439422126869e+001dB,-8.65919231256106e+000°)
1.18312326835090e+002	(5.28508303511578e+001dB,-8.59818896933719e+000°)
1.18585064915995e+002	(5.28577101638885e+001dB,-8.53760546808740e+000°)
1.18858431723110e+002	(5.28645814154269e+001dB,-8.47743922024454e+000°)
1.19132428705797e+002	(5.28714438745259e+001dB,-8.41768764591782e+000°)
1.19407057316763e+002	(5.28782973141011e+001dB,-8.35834817403284e+000°)
1.19682319012059e+002	(5.28851415111743e+001dB,-8.29941824247617e+000°)
1.19958215251097e+002	(5.28919762468226e+001dB,-8.24089529823087e+000°)
1.20234747496651e+002	(5.28988013061387e+001dB,-8.18277679750965e+000°)
1.20511917214867e+002	(5.29056164781739e+001dB,-8.12506020588238e+000°)
1.20789725875271e+002	(5.29124215558927e+001dB,-8.06774299839747e+000°)
1.21068174950778e+002	(5.29192163361264e+001dB,-8.01082265970791e+000°)
1.21347265917696e+002	(5.29260006195256e+001dB,-7.95429668417230e+000°)
1.21627000255739e+002	(5.29327742105118e+001dB,-7.89816257597612e+000°)
1.21907379448029e+002	(5.29395369172282e+001dB,-7.84241784923455e+000°)
1.22188404981109e+002	(5.29462885515031e+001dB,-7.78706002808561e+000°)
1.22470078344950e+002	(5.29530289287908e+001dB,-7.73208664680355e+000°)
1.22752401032954e+002	(5.29597578681372e+001dB,-7.67749524987355e+000°)
1.23035374541969e+002	(5.29664751921290e+001dB,-7.62328339209921e+000°)
1.23319000372291e+002	(5.29731807268492e+001dB,-7.56944863867469e+000°)
1.23603280027678e+002	(5.29798743018369e+001dB,-7.51598856527089e+000°)
1.23888215015351e+002	(5.29865557500369e+001dB,-7.46290075811599e+000°)
1.24173806846008e+002	(5.29932249077655e+001dB,-7.41018281406879e+000°)
1.24460057033827e+002	(5.29998816146530e+001dB,-7.35783234068718e+000°)
1.24746967096479e+002	(5.30065257136170e+001dB,-7.30584695629893e+000°)
1.25034538555132e+002	(5.30131570508101e+001dB,-7.25422429006774e+000°)
1.25322772934462e+002	(5.30197754755780e+001dB,-7.20296198204637e+000°)
1.25611671762658e+002	(5.30263808404228e+001dB,-7.15205768324769e+000°)
1.25901236571434e+002	(5.30329730009620e+001dB,-7.10150905567779e+000°)
1.26191468896033e+002	(5.30395518158789e+001dB,-7.05131377241826e+000°)
1.26482370275239e+002	(5.30461171468915e+001dB,-7.00146951764864e+000°)
1.26773942251380e+002	(5.30526688587110e+001dB,-6.95197398669803e+000°)
1.27066186370343e+002	(5.30592068189971e+001dB,-6.90282488610028e+000°)
1.27359104181578e+002	(5.30657308983234e+001dB,-6.85401993361793e+000°)
1.27652697238104e+002	(5.30722409701395e+001dB,-6.80555685829355e+000°)
1.27946967096524e+002	(5.30787369107261e+001dB,-6.75743340046722e+000°)
1.28241915317027e+002	(5.30852185991643e+001dB,-6.70964731182888e+000°)
1.28537543463399e+002	(5.30916859172939e+001dB,-6.66219635543541e+000°)
1.28833853103030e+002	(5.30981387496766e+001dB,-6.61507830573386e+000°)
1.29130845806926e+002	(5.31045769835589e+001dB,-6.56829094859879e+000°)
1.29428523149711e+002	(5.31110005088375e+001dB,-6.52183208134768e+000°)
1.29726886709642e+002	(5.31174092180197e+001dB,-6.47569951275995e+000°)
1.30025938068613e+002	(5.31238030061900e+001dB,-6.42989106309394e+000°)
1.30325678812163e+002	(5.31301817709779e+001dB,-6.38440456410494e+000°)
1.30626110529489e+002	(5.31365454125133e+001dB,-6.33923785905640e+000°)
1.30927234813449e+002	(5.31428938334020e+001dB,-6.29438880273538e+000°)
1.31229053260576e+002	(5.31492269386833e+001dB,-6.24985526145739e+000°)
1.31531567471079e+002	(5.31555446358047e+001dB,-6.20563511307627e+000°)
1.31834779048859e+002	(5.31618468345817e+001dB,-6.16172624698271e+000°)
1.32138689601514e+002	(5.31681334471623e+001dB,-6.11812656412141e+000°)
1.32443300740347e+002	(5.31744043880038e+001dB,-6.07483397697287e+000°)
1.32748614080376e+002	(5.31806595738340e+001dB,-6.03184640957668e+000°)
1.33054631240343e+002	(5.31868989236168e+001dB,-5.98916179750733e+000°)
1.33361353842719e+002	(5.31931223585260e+001dB,-5.94677808788439e+000°)
1.33668783513717e+002	(5.31993298019124e+001dB,-5.90469323935931e+000°)
1.33976921883300e+002	(5.32055211792672e+001dB,-5.86290522212219e+000°)
1.34285770585185e+002	(5.32116964182039e+001dB,-5.82141201786895e+000°)
1.34595331256858e+002	(5.32178554484096e+001dB,-5.78021161981602e+000°)
1.34905605539579e+002	(5.32239982016350e+001dB,-5.73930203267250e+000°)
1.35216595078391e+002	(5.32301246116489e+001dB,-5.69868127263122e+000°)
1.35528301522129e+002	(5.32362346142184e+001dB,-5.65834736736623e+000°)
1.35840726523431e+002	(5.32423281470750e+001dB,-5.61829835599224e+000°)
1.36153871738742e+002	(5.32484051498882e+001dB,-5.57853228906810e+000°)
1.36467738828328e+002	(5.32544655642338e+001dB,-5.53904722857544e+000°)
1.36782329456280e+002	(5.32605093335748e+001dB,-5.49984124789028e+000°)
1.37097645290526e+002	(5.32665364032193e+001dB,-5.46091243177228e+000°)
1.37413688002841e+002	(5.32725467203099e+001dB,-5.42225887633048e+000°)
1.37730459268849e+002	(5.32785402337820e+001dB,-5.38387868901514e+000°)
1.38047960768042e+002	(5.32845168943475e+001dB,-5.34576998858008e+000°)
1.38366194183781e+002	(5.32904766544611e+001dB,-5.30793090506774e+000°)
1.38685161203308e+002	(5.32964194682981e+001dB,-5.27035957977074e+000°)
1.39004863517753e+002	(5.33023452917302e+001dB,-5.23305416522047e+000°)
1.39325302822148e+002	(5.33082540822940e+001dB,-5.19601282514805e+000°)
1.39646480815428e+002	(5.33141457991737e+001dB,-5.15923373444661e+000°)
1.39968399200449e+002	(5.33200204031688e+001dB,-5.12271507916235e+000°)
1.40291059683988e+002	(5.33258778566765e+001dB,-5.08645505645003e+000°)
1.40614463976761e+002	(5.33317181236613e+001dB,-5.05045187453949e+000°)
1.40938613793423e+002	(5.33375411696327e+001dB,-5.01470375270467e+000°)
1.41263510852586e+002	(5.33433469616285e+001dB,-4.97920892123843e+000°)
1.41589156876821e+002	(5.33491354681788e+001dB,-4.94396562140981e+000°)
1.41915553592672e+002	(5.33549066592932e+001dB,-4.90897210541919e+000°)
1.42242702730660e+002	(5.33606605064341e+001dB,-4.87422663638757e+000°)
1.42570606025298e+002	(5.33663969824948e+001dB,-4.83972748829882e+000°)
1.42899265215096e+002	(5.33721160617769e+001dB,-4.80547294597072e+000°)
1.43228682042574e+002	(5.33778177199673e+001dB,-4.77146130500957e+000°)
1.43558858254266e+002	(5.33835019341209e+001dB,-4.73769087178879e+000°)
1.43889795600734e+002	(5.33891686826334e+001dB,-4.70415996338440e+000°)
1.44221495836574e+002	(5.33948179452248e+001dB,-4.67086690756257e+000°)
1.44553960720428e+002	(5.34004497029165e+001dB,-4.63781004271600e+000°)
1.44887192014992e+002	(5.34060639380082e+001dB,-4.60498771783729e+000°)
1.45221191487025e+002	(5.34116606340654e+001dB,-4.57239829247171e+000°)
1.45555960907358e+002	(5.34172397758879e+001dB,-4.54004013667537e+000°)
1.45891502050907e+002	(5.34228013495010e+001dB,-4.50791163098206e+000°)
1.46227816696677e+002	(5.34283453421307e+001dB,-4.47601116633755e+000°)
1.46564906627774e+002	(5.34338717421849e+001dB,-4.44433714407930e+000°)
1.46902773631416e+002	(5.34393805392297e+001dB,-4.41288797589073e+000°)
1.47241419498941e+002	(5.34448717239819e+001dB,-4.38166208374034e+000°)
1.47580846025814e+002	(5.34503452882824e+001dB,-4.35065789985150e+000°)
1.47921055011641e+002	(5.34558012250737e+001dB,-4.31987386666002e+000°)
1.48262048260177e+002	(5.34612395283930e+001dB,-4.28930843675302e+000°)
1.48603827579334e+002	(5.34666601933499e+001dB,-4.25896007283764e+000°)
1.48946394781191e+002	(5.34720632160988e+001dB,-4.22882724768914e+000°)
1.49289751682007e+002	(5.34774485938419e+001dB,-4.19890844411123e+000°)
1.49633900102224e+002	(5.34828163247910e+001dB,-4.16920215487972e+000°)
1.49978841866484e+002	(5.34881664081648e+001dB,-4.13970688270117e+000°)
1.50324578803634e+002	(5.34934988441652e+001dB,-4.11042114016915e+000°)
1.50671112746737e+002	(5.34988136339646e+001dB,-4.08134344970822e+000°)
1.51018445533080e+002	(5.35041107796842e+001dB,-4.05247234353569e+000°)
1.51366579004188e+002	(5.35093902843875e+001dB,-4.02380636360965e+000°)
1.51715515005830e+002	(5.35146521520530e+001dB,-3.99534406157630e+000°)
1.52065255388030e+002	(5.35198963875683e+001dB,-3.96708399873847e+000°)
1.52415802005076e+002	(5.35251229967056e+001dB,-3.93902474598208e+000°)
1.52767156715531e+002	(5.35303319861165e+001dB,-3.91116488375300e+000°)
1.53119321382244e+002	(5.35355233633097e+001dB,-3.88350300199179e+000°)
1.53472297872357e+002	(5.35406971366373e+001dB,-3.85603770009064e+000°)
1.53826088057315e+002	(5.35458533152808e+001dB,-3.82876758684561e+000°)
1.54180693812879e+002	(5.35509919092390e+001dB,-3.80169128040876e+000°)
1.54536117019133e+002	(5.35561129293087e+001dB,-3.77480740823284e+000°)
1.54892359560497e+002	(5.35612163870796e+001dB,-3.74811460702875e+000°)
1.55249423325731e+002	(5.35663022949072e+001dB,-3.72161152271799e+000°)
1.55607310207954e+002	(5.35713706659114e+001dB,-3.69529681036767e+000°)
1.55966022104645e+002	(5.35764215139545e+001dB,-3.66916913417212e+000°)
1.56325560917659e+002	(5.35814548536351e+001dB,-3.64322716736368e+000°)
1.56685928553235e+002	(5.35864707002687e+001dB,-3.61746959219533e+000°)
1.57047126922007e+002	(5.35914690698776e+001dB,-3.59189509988402e+000°)
1.57409157939013e+002	(5.35964499791804e+001dB,-3.56650239054874e+000°)
1.57772023523704e+002	(5.36014134455718e+001dB,-3.54129017317156e+000°)
1.58135725599958e+002	(5.36063594871220e+001dB,-3.51625716555282e+000°)
1.58500266096087e+002	(5.36112881225500e+001dB,-3.49140209424388e+000°)
1.58865646944849e+002	(5.36161993712254e+001dB,-3.46672369451772e+000°)
1.59231870083456e+002	(5.36210932531482e+001dB,-3.44222071031060e+000°)
1.59598937453588e+002	(5.36259697889380e+001dB,-3.41789189416692e+000°)
1.59966851001398e+002	(5.36308289998251e+001dB,-3.39373600720196e+000°)
1.60335612677528e+002	(5.36356709076368e+001dB,-3.36975181904335e+000°)
1.60705224437116e+002	(5.36404955347890e+001dB,-3.34593810777917e+000°)
1.61075688239806e+002	(5.36453029042666e+001dB,-3.32229365992366e+000°)
1.61447006049760e+002	(5.36500930396268e+001dB,-3.29881727035612e+000°)
1.61819179835669e+002	(5.36548659649747e+001dB,-3.27550774227201e+000°)
1.62192211570761e+002	(5.36596217049626e+001dB,-3.25236388713782e+000°)
1.62566103232812e+002	(5.36643602847687e+001dB,-3.22938452463403e+000°)
1.62940856804160e+002	(5.36690817301007e+001dB,-3.20656848262700e+000°)
1.63316474271711e+002	(5.36737860671721e+001dB,-3.18391459708988e+000°)
1.63692957626950e+002	(5.36784733227033e+001dB,-3.16142171208179e+000°)
1.64070308865956e+002	(5.36831435239015e+001dB,-3.13908867967921e+000°)
1.64448529989407e+002	(5.36877966984601e+001dB,-3.11691435993831e+000°)
1.64827623002593e+002	(5.36924328745409e+001dB,-3.09489762084595e+000°)
1.65207589915428e+002	(5.36970520807715e+001dB,-3.07303733826840e+000°)
1.65588432742459e+002	(5.37016543462328e+001dB,-3.05133239590033e+000°)
1.65970153502877e+002	(5.37062397004441e+001dB,-3.02978168522390e+000°)
1.66352754220526e+002	(5.37108081733709e+001dB,-3.00838410545556e+000°)
1.66736236923919e+002	(5.37153597953946e+001dB,-2.98713856350252e+000°)
1.67120603646242e+002	(5.37198945973184e+001dB,-2.96604397390786e+000°)
1.67505856425369e+002	(5.37244126103535e+001dB,-2.94509925881331e+000°)
1.67891997303872e+002	(5.37289138661083e+001dB,-2.92430334790544e+000°)
1.68279028329031e+002	(5.37333983965866e+001dB,-2.90365517835837e+000°)
1.68666951552847e+002	(5.37378662341741e+001dB,-2.88315369481883e+000°)
1.69055769032050e+002	(5.37423174116262e+001dB,-2.86279784931724e+000°)
1.69445482828111e+002	(5.37467519620737e+001dB,-2.84258660125436e+000°)
1.69836095007255e+002	(5.37511699189981e+001dB,-2.82251891733714e+000°)
1.70227607640467e+002	(5.37555713162367e+001dB,-2.80259377153622e+000°)
1.70620022803510e+002	(5.37599561879665e+001dB,-2.78281014504566e+000°)
1.71013342576928e+002	(5.37643245687001e+001dB,-2.76316702622595e+000°)
1.71407569046066e+002	(5.37686764932811e+001dB,-2.74366341056688e+000°)
1.71802704301071e+002	(5.37730119968705e+001dB,-2.72429830063877e+000°)
1.72198750436912e+002	(5.37773311149383e+001dB,-2.70507070604527e+000°)
1.72595709553386e+002	(5.37816338832697e+001dB,-2.68597964337981e+000°)
1.72993583755130e+002	(5.37859203379405e+001dB,-2.66702413618546e+000°)
1.73392375151635e+002	(5.37901905153204e+001dB,-2.64820321489513e+000°)
1.73792085857252e+002	(5.37944444520637e+001dB,-2.62951591680107e+000°)
1.74192717991208e+002	(5.37986821851023e+001dB,-2.61096128600588e+000°)
1.74594273677614e+002	(5.38029037516409e+001dB,-2.59253837337583e+000°)
1.74996755045479e+002	(5.38071091891473e+001dB,-2.57424623649932e+000°)
1.75400164228718e+002	(5.38112985353437e+001dB,-2.55608393963875e+000°)
1.75804503366168e+002	(5.38154718282092e+001dB,-2.53805055369190e+000°)
1.76209774601594e+002	(5.38196291059657e+001dB,-2.52014515614126e+000°)
1.76615980083704e+002	(5.38237704070739e+001dB,-2.50236683102864e+000°)
1.77023121966158e+002	(5.38278957702270e+001dB,-2.48471466887488e+000°)
1.77431202407583e+002	(5.38320052343456e+001dB,-2.46718776668394e+000°)
1.77840223571581e+002	(5.38360988385695e+001dB,-2.44978522785856e+000°)
1.78250187626740e+002	(5.38401766222563e+001dB,-2.43250616218024e+000°)
1.78661096746650e+002	(5.38442386249703e+001dB,-2.41534968576325e+000°)
1.79072953109910e+002	(5.38482848864789e+001dB,-2.39831492101515e+000°)
1.79485758900141e+002	(5.38523154467504e+001dB,-2.38140099657564e+000°)
1.79899516305998e+002	(5.38563303459392e+001dB,-2.36460704730508e+000°)
1.80314227521182e+002	(5.38603296243935e+001dB,-2.34793221421460e+000°)
1.80729894744451e+002	(5.38643133226371e+001dB,-2.33137564444401e+000°)
1.81146520179631e+002	(5.38682814813741e+001dB,-2.31493649120875e+000°)
1.81564106035628e+002	(5.38722341414787e+001dB,-2.29861391376460e+000°)
1.81982654526441e+002	(5.38761713439891e+001dB,-2.28240707736787e+000°)
1.82402167871173e+002	(5.38800931301031e+001dB,-2.26631515323067e+000°)
1.82822648294041e+002	(5.38839995411788e+001dB,-2.25033731848200e+000°)
1.83244098024391e+002	(5.38878906187219e+001dB,-2.23447275613004e+000°)
1.83666519296707e+002	(5.38917664043834e+001dB,-2.21872065501239e+000°)
1.84089914350625e+002	(5.38956269399605e+001dB,-2.20308020977450e+000°)
1.84514285430943e+002	(5.38994722673802e+001dB,-2.18755062081020e+000°)
1.84939634787635e+002	(5.39033024287050e+001dB,-2.17213109423988e+000°)
1.85365964675860e+002	(5.39071174661290e+001dB,-2.15682084185253e+000°)
1.85793277355978e+002	(5.39109174219607e+001dB,-2.14161908109082e+000°)
1.86221575093557e+002	(5.39147023386338e+001dB,-2.12652503497748e+000°)
1.86650860159389e+002	(5.39184722586922e+001dB,-2.11153793212538e+000°)
1.87081134829501e+002	(5.39222272247950e+001dB,-2.09665700665204e+000°)
1.87512401385167e+002	(5.39259672797017e+001dB,-2.08188149816439e+000°)
1.87944662112918e+002	(5.39296924662751e+001dB,-2.06721065172568e+000°)
1.88377919304559e+002	(5.39334028274770e+001dB,-2.05264371780441e+000°)
1.88812175257175e+002	(5.39370984063645e+001dB,-2.03817995224233e+000°)
1.89247432273149e+002	(5.39407792460787e+001dB,-2.02381861621889e+000°)
1.89683692660170e+002	(5.39444453898547e+001dB,-2.00955897620920e+000°)
1.90120958731247e+002	(5.39480968810000e+001dB,-1.99540030395908e+000°)
1.90559232804721e+002	(5.39517337629072e+001dB,-1.98134187643388e+000°)
1.90998517204277e+002	(5.39553560790440e+001dB,-1.96738297578828e+000°)
1.91438814258959e+002	(5.39589638729435e+001dB,-1.95352288933484e+000°)
1.91880126303177e+002	(5.39625571882105e+001dB,-1.93976090949966e+000°)
1.92322455676723e+002	(5.39661360685147e+001dB,-1.92609633378677e+000°)
1.92765804724784e+002	(5.39697005575806e+001dB,-1.91252846475698e+000°)
1.93210175797953e+002	(5.39732506991949e+001dB,-1.89905660997739e+000°)
1.93655571252240e+002	(5.39767865371989e+001dB,-1.88568008198495e+000°)
1.94101993449088e+002	(5.39803081154778e+001dB,-1.87239819826542e+000°)
1.94549444755383e+002	(5.39838154779690e+001dB,-1.85921028120717e+000°)
1.94997927543467e+002	(5.39873086686548e+001dB,-1.84611565807347e+000°)
1.95447444191152e+002	(5.39907877315541e+001dB,-1.83311366095898e+000°)
1.95897997081730e+002	(5.39942527107236e+001dB,-1.82020362677245e+000°)
1.96349588603987e+002	(5.39977036502596e+001dB,-1.80738489718029e+000°)
1.96802221152217e+002	(5.40011405942857e+001dB,-1.79465681859365e+000°)
1.97255897126232e+002	(5.40045635869558e+001dB,-1.78201874212575e+000°)
1.97710618931377e+002	(5.40079726724496e+001dB,-1.76947002355543e+000°)
1.98166388978543e+002	(5.40113678949691e+001dB,-1.75701002329893e+000°)
1.98623209684176e+002	(5.40147492987358e+001dB,-1.74463810638017e+000°)
1.99081083470295e+002	(5.40181169279905e+001dB,-1.73235364239312e+000°)
1.99540012764500e+002	(5.40214708269869e+001dB,-1.72015600546848e+000°)
1.99999999999990e+002	(5.40248110399931e+001dB,-1.70804457424205e+000°)
2.00461047615569e+002	(5.40281376112848e+001dB,-1.69601873183208e+000°)
2.00923158055668e+002	(5.40314505851442e+001dB,-1.68407786579833e+000°)
2.01386333770350e+002	(5.40347500058607e+001dB,-1.67222136809803e+000°)
2.01850577215326e+002	(5.40380359177192e+001dB,-1.66044863508801e+000°)
2.02315890851969e+002	(5.40413083650139e+001dB,-1.64875906746567e+000°)
2.02782277147325e+002	(5.40445673920242e+001dB,-1.63715207024606e+000°)
2.03249738574128e+002	(5.40478130430352e+001dB,-1.62562705273016e+000°)
2.03718277610813e+002	(5.40510453623161e+001dB,-1.61418342848184e+000°)
2.04187896741525e+002	(5.40542643941318e+001dB,-1.60282061528548e+000°)
2.04658598456140e+002	(5.40574701827295e+001dB,-1.59153803512540e+000°)
2.05130385250271e+002	(5.40606627723484e+001dB,-1.58033511414948e+000°)
2.05603259625284e+002	(5.40638422072062e+001dB,-1.56921128264630e+000°)
2.06077224088312e+002	(5.40670085315014e+001dB,-1.55816597501088e+000°)
2.06552281152268e+002	(5.40701617894154e+001dB,-1.54719862971025e+000°)
2.07028433335858e+002	(5.40733020251062e+001dB,-1.53630868926802e+000°)
2.07505683163591e+002	(5.40764292827041e+001dB,-1.52549560022458e+000°)
2.07984033165801e+002	(5.40795436063135e+001dB,-1.51475881310826e+000°)
2.08463485878650e+002	(5.40826450400107e+001dB,-1.50409778241406e+000°)
2.08944043844149e+002	(5.40857336278417e+001dB,-1.49351196656605e+000°)
2.09425709610169e+002	(5.40888094138193e+001dB,-1.48300082789964e+000°)
2.09908485730453e+002	(5.40918724419223e+001dB,-1.47256383262468e+000°)
2.10392374764633e+002	(5.40949227560906e+001dB,-1.46220045080133e+000°)
2.10877379278240e+002	(5.40979604002306e+001dB,-1.45191015631262e+000°)
2.11363501842720e+002	(5.41009854182035e+001dB,-1.44169242683451e+000°)
2.11850745035446e+002	(5.41039978538349e+001dB,-1.43154674381254e+000°)
2.12339111439733e+002	(5.41069977509008e+001dB,-1.42147259243435e+000°)
2.12828603644852e+002	(5.41099851531388e+001dB,-1.41146946159636e+000°)
2.13319224246040e+002	(5.41129601042345e+001dB,-1.40153684387964e+000°)
2.13810975844520e+002	(5.41159226478281e+001dB,-1.39167423554122e+000°)
2.14303861047510e+002	(5.41188728275098e+001dB,-1.38188113645155e+000°)
2.14797882468237e+002	(5.41218106868193e+001dB,-1.37215705010531e+000°)
2.15293042725955e+002	(5.41247362692416e+001dB,-1.36250148356277e+000°)
2.15789344445954e+002	(5.41276496182077e+001dB,-1.35291394745840e+000°)
2.16286790259576e+002	(5.41305507770972e+001dB,-1.34339395594215e+000°)
2.16785382804229e+002	(5.41334397892276e+001dB,-1.33394102667413e+000°)
2.17285124723401e+002	(5.41363166978568e+001dB,-1.32455468080034e+000°)
2.17786018666675e+002	(5.41391815461914e+001dB,-1.31523444290569e+000°)
2.18288067289739e+002	(5.41420343773657e+001dB,-1.30597984101891e+000°)
2.18791273254407e+002	(5.41448752344608e+001dB,-1.29679040656888e+000°)
