1.00000000000000e+003,-1.01426914867337e+001,8.10418574011873e+001
1.02329299228075e+003,-9.82552020213401e+000,8.07058935105431e+001
1.04712854805090e+003,-9.50131304537504e+000,8.03492121976117e+001
1.07151930523761e+003,-9.16955737694189e+000,7.99697709277879e+001
1.09647819614319e+003,-8.82969293542801e+000,7.95652481614220e+001
1.12201845430196e+003,-8.48110631203529e+000,7.91329948241500e+001
1.14815362149688e+003,-8.12312469425174e+000,7.86699754748695e+001
1.17489755493953e+003,-7.75500878929449e+000,7.81726965806388e+001
1.20226443461741e+003,-7.37594483774973e+000,7.76371185549601e+001
1.23026877081238e+003,-6.98503563647538e+000,7.70585472159706e+001
1.25892541179417e+003,-6.58129051418564e+000,7.64314989846521e+001
1.28824955169313e+003,-6.16361425477208e+000,7.57495323463678e+001
1.31825673855641e+003,-5.73079506162710e+000,7.50050356701560e+001
1.34896288259165e+003,-5.28149183326596e+000,7.41889581819905e+001
1.38038426460288e+003,-4.81422133047832e+000,7.32904663956538e+001
1.41253754462275e+003,-4.32734634926635e+000,7.22965021808841e+001
1.44543977074593e+003,-3.81906692651801e+000,7.11912103260912e+001
1.47910838816821e+003,-3.28741816019007e+000,6.99551922492701e+001
1.51356124843621e+003,-2.73028087370442e+000,6.85645277375239e+001
1.54881661891248e+003,-2.14541586834450e+000,6.69894879258119e+001
1.58489319246111e+003,-1.53054020768419e+000,6.51928411943953e+001
1.62181009735893e+003,-8.83477086994502e-001,6.31276341824311e+001
1.65958690743756e+003,-2.02432975284135e-001,6.07343274691772e+001
1.69824365246174e+003,5.13507674007060e-001,5.79372180580918e+001
1.73780082874937e+003,1.26352204921218e+000,5.46402803282324e+001
1.77827941003892e+003,2.04359275078899e+000,5.07231068099791e+001
1.81970085860998e+003,2.84413850756348e+000,4.60389344579004e+001
1.86208713666287e+003,3.64642021555985e+000,4.04194463214540e+001
1.90546071796325e+003,4.41780636236639e+000,3.36955896873630e+001
1.94984459975804e+003,5.10738823332888e+000,2.57481115265379e+001
1.99526231496888e+003,5.64637101113252e+000,1.65962757249584e+001
2.04173794466953e+003,5.96028052409422e+000,6.49954302816007e+000
2.08929613085404e+003,5.99530708878725e+000,-4.01217423035685e+000
2.13796208950223e+003,5.74490866750794e+000,-1.42657335459065e+001
2.18776162394955e+003,5.25344824628828e+000,-2.36788958894481e+001
2.23872113856834e+003,4.59322672260360e+000,-3.19249456293159e+001
2.29086765276777e+003,3.83609912692834e+000,-3.89353351272423e+001
2.34422881531992e+003,3.03762911023252e+000,-4.48054602634537e+001
2.39883291901949e+003,2.23451711039587e+000,-4.96984446949203e+001
2.45470891568503e+003,1.44837879342141e+000,-5.37855560071970e+001
2.51188643150958e+003,6.90616807998002e-001,-5.72195823259131e+001
2.57039578276886e+003,-3.36732478552891e-002,-6.01272312017731e+001
2.63026799189538e+003,-7.23062817466387e-001,-6.26100453775849e+001
2.69153480392691e+003,-1.37814640377182e+000,-6.47482155761411e+001
2.75422870333816e+003,-2.00056261389836e+000,-6.66048103669080e+001
2.81838293126445e+003,-2.59242784987651e+000,-6.82295181282999e+001
2.88403150312660e+003,-3.15601693024908e+000,-6.96616805457145e+001
2.95120922666638e+003,-3.69358864434665e+000,-7.09326562327029e+001
3.01995172040201e+003,-4.20729532507011e+000,-7.20676295951676e+001
3.09029543251359e+003,-4.69914056789978e+000,-7.30869858203653e+001
3.16227766016838e+003,-5.17096410643735e+000,-7.40073555048893e+001
3.23593656929628e+003,-5.62444160762447e+000,-7.48424107138500e+001
3.31131121482591e+003,-6.06109228162756e+000,-7.56034747242303e+001
3.38844156139202e+003,-6.48229021090773e+000,-7.62999919984903e+001
3.46736850452531e+003,-6.88927706982592e+000,-7.69398929316998e+001
3.54813389233575e+003,-7.28317494356205e+000,-7.75298789665772e+001
3.63078054770101e+003,-7.66499856282746e+000,-7.80756470755889e+001
3.71535229097172e+003,-8.03566662443984e+000,-7.85820677694629e+001
3.80189396320561e+003,-8.39601207075968e+000,-7.90533272398889e+001
3.89045144994280e+003,-8.74679131454680e+000,-7.94930416310583e+001
3.98107170553497e+003,-9.08869245647553e+000,-7.99043495039094e+001
4.07380277804112e+003,-9.42234257216937e+000,-8.02899871228010e+001
4.16869383470335e+003,-9.74831415725641e+000,-8.06523501228685e+001
4.26579518801592e+003,-1.00671308204418e+001,-8.09935443108430e+001
4.36515832240165e+003,-1.03792723106245e+001,-8.13154277427634e+001
4.46683592150962e+003,-1.06851789574228e+001,-8.16196457580911e+001
4.57088189614874e+003,-1.09852555967407e+001,-8.19076602942934e+001
4.67735141287197e+003,-1.12798750451124e+001,-8.21807745319486e+001
4.78630092322637e+003,-1.15693811790185e+001,-8.24401537078782e+001
4.89778819368445e+003,-1.18540916684114e+001,-8.26868427679885e+001
5.01187233627271e+003,-1.21343004074195e+001,-8.29217814013662e+001
5.12861383991364e+003,-1.24102796796436e+001,-8.31458168944883e+001
5.24807460249772e+003,-1.26822820905755e+001,-8.33597151629369e+001
5.37031796370252e+003,-1.29505422954063e+001,-8.35641702530416e+001
5.49540873857624e+003,-1.32152785467945e+001,-8.37598125537976e+001
5.62341325190348e+003,-1.34766940839554e+001,-8.39472159174727e+001
5.75439937337156e+003,-1.37349783816640e+001,-8.41269038533836e+001
5.88843655355588e+003,-1.39903082753690e+001,-8.42993549317388e+001
6.02559586074357e+003,-1.42428489765477e+001,-8.44650075119396e+001
6.16595001861481e+003,-1.44927549906457e+001,-8.46242638912708e+001
6.30957344480192e+003,-1.47401709484010e+001,-8.47774939547296e+001
6.45654229034654e+003,-1.49852323600160e+001,-8.49250383941918e+001
6.60693448007595e+003,-1.52280663004870e+001,-8.50672115547092e+001
6.76082975391980e+003,-1.54687920333920e+001,-8.52043039570725e+001
6.91830970918935e+003,-1.57075215795726e+001,-8.53365845385397e+001
7.07945784384136e+003,-1.59443602363848e+001,-8.54643026475698e+001
7.24435960074989e+003,-1.61794070525338e+001,-8.55876898233048e+001
7.41310241300916e+003,-1.64127552629343e+001,-8.57069613862469e+001
7.58577575029182e+003,-1.66444926875333e+001,-8.58223178629395e+001
7.76247116628690e+003,-1.68747020975925e+001,-8.59339462643796e+001
7.94328234724280e+003,-1.71034615525431e+001,-8.60420212352607e+001
8.12830516164097e+003,-1.73308447101854e+001,-8.61467060889109e+001
8.31763771102669e+003,-1.75569211127089e+001,-8.62481537408718e+001
8.51138038202374e+003,-1.77817564507455e+001,-8.63465075524220e+001
8.70963589956079e+003,-1.80054128074376e+001,-8.64419020939382e+001
8.91250938133744e+003,-1.82279488842990e+001,-8.65344638367672e+001
9.12010839355908e+003,-1.84494202104622e+001,-8.66243117812312e+001
9.33254300796989e+003,-1.86698793367511e+001,-8.67115580274799e+001
9.54992586021434e+003,-1.88893760158694e+001,-8.67963082951086e+001
9.77237220955809e+003,-1.91079573698719e+001,-8.68786623967792e+001
1.00000000000000e+004,-1.93256680459740e+001,-8.69587146704761e+001
