2951.2,-3.3923,-2.2003,-3.6936,-3.7405,-3.4303,-4.0986,-4.4658,-4.9513,-3.5516,-4.8606,-70.463,-67.431,-70.933,-71.345,-72.194,-72.66,-73.13,-70.647,-73.567
3020,-3.9484,-2.7311,-4.2073,-4.2588,-3.9305,-4.575,-4.9815,-5.4018,-4.0624,-5.3207,-71.721,-68.837,-72.068,-72.463,-73.175,-73.689,-74.008,-71.794,-74.438
3090.3,-4.4785,-3.2396,-4.6991,-4.7548,-4.4102,-5.0328,-5.4746,-5.836,-4.5517,-5.7635,-72.839,-70.095,-73.087,-73.467,-74.064,-74.614,-74.808,-72.825,-75.231
3162.3,-4.9848,-3.7273,-5.171,-5.2302,-4.8711,-5.4736,-5.9472,-6.2551,-5.0213,-6.1903,-73.84,-71.225,-74.007,-74.372,-74.873,-75.449,-75.541,-73.756,-75.955
3235.9,-5.4695,-4.1959,-5.6244,-5.6868,-5.3146,-5.8986,-6.401,-6.6602,-5.4728,-6.6025,-74.741,-72.246,-74.842,-75.193,-75.613,-76.206,-76.214,-74.601,-76.62
3311.3,-5.9345,-4.6468,-6.0611,-6.1263,-5.7423,-6.3092,-6.8378,-7.0525,-5.9078,-7.0012,-75.555,-73.174,-75.603,-75.94,-76.292,-76.896,-76.836,-75.372,-77.232
3388.4,-6.3814,-5.0815,-6.4823,-6.55,-6.1554,-6.7065,-7.2589,-7.4329,-6.3274,-7.3874,-76.296,-74.019,-76.3,-76.624,-76.917,-77.528,-77.41,-76.077,-77.798
3467.4,-6.8119,-5.5012,-6.8893,-6.9593,-6.555,-7.0916,-7.6657,-7.8024,-6.733,-7.7622,-76.972,-74.793,-76.94,-77.252,-77.495,-78.109,-77.944,-76.726,-78.322
3548.1,-7.2272,-5.907,-7.2832,-7.3552,-6.9421,-7.4652,-8.0593,-8.1616,-7.1257,-8.1264,-77.592,-75.504,-77.53,-77.83,-78.031,-78.644,-78.441,-77.324,-78.809
3630.8,-7.6287,-6.2999,-7.665,-7.7389,-7.3177,-7.8284,-8.4407,-8.5115,-7.5064,-8.4807,-78.162,-76.16,-78.076,-78.365,-78.53,-79.139,-78.904,-77.878,-79.263
3715.4,-8.0175,-6.6811,-8.0357,-8.1112,-7.6827,-8.1818,-8.8109,-8.8525,-7.876,-8.8259,-78.689,-76.767,-78.582,-78.861,-78.994,-79.599,-79.338,-78.391,-79.687
3801.9,-8.3944,-7.0512,-8.396,-8.4731,-8.0378,-8.5262,-9.1707,-9.1854,-8.2355,-9.1626,-79.177,-77.33,-79.053,-79.322,-79.428,-80.027,-79.744,-78.869,-80.085
3890.5,-8.7605,-7.4112,-8.7468,-8.8253,-8.3838,-8.8621,-9.521,-9.5107,-8.5854,-9.4914,-79.63,-77.854,-79.493,-79.753,-79.835,-80.426,-80.126,-79.316,-80.458
3981.1,-9.1166,-7.7617,-9.0887,-9.1684,-8.7212,-9.1903,-9.8623,-9.8289,-8.9266,-9.8129,-80.052,-78.342,-79.904,-80.155,-80.217,-80.8,-80.486,-79.733,-80.809
4073.8,-9.4633,-8.1035,-9.4223,-9.5032,-9.0507,-9.5111,-10.195,-10.141,-9.2595,-10.128,-80.447,-78.8,-80.29,-80.533,-80.577,-81.15,-80.826,-80.125,-81.14
4168.7,-9.8014,-8.4371,-9.7483,-9.8303,-9.3729,-9.8252,-10.521,-10.446,-9.5848,-10.436,-80.816,-79.228,-80.652,-80.887,-80.916,-81.48,-81.147,-80.492,-81.453
4265.8,-10.132,-8.763,-10.067,-10.15,-9.6882,-10.133,-10.839,-10.746,-9.9031,-10.738,-81.163,-79.631,-80.994,-81.22,-81.236,-81.79,-81.45,-80.839,-81.749
4365.2,-10.454,-9.0819,-10.379,-10.463,-9.997,-10.435,-11.151,-11.04,-10.215,-11.035,-81.489,-80.01,-81.315,-81.535,-81.539,-82.083,-81.739,-81.166,-82.029
4466.8,-10.77,-9.3941,-10.685,-10.77,-10.3,-10.731,-11.456,-11.329,-10.52,-11.326,-81.796,-80.368,-81.62,-81.832,-81.826,-82.359,-82.012,-81.475,-82.295
4570.9,-11.079,-9.7001,-10.985,-11.071,-10.597,-11.022,-11.756,-11.613,-10.82,-11.613,-82.087,-80.706,-81.908,-82.114,-82.099,-82.621,-82.272,-81.768,-82.548
4677.4,-11.382,-10,-11.28,-11.366,-10.889,-11.308,-12.05,-11.893,-11.114,-11.895,-82.361,-81.026,-82.181,-82.381,-82.358,-82.87,-82.52,-82.045,-82.789
4786.3,-11.68,-10.295,-11.569,-11.656,-11.176,-11.59,-12.339,-12.169,-11.403,-12.172,-82.622,-81.329,-82.44,-82.634,-82.605,-83.106,-82.757,-82.309,-83.018
4897.8,-11.972,-10.585,-11.854,-11.942,-11.458,-11.867,-12.623,-12.441,-11.687,-12.446,-82.869,-81.617,-82.687,-82.875,-82.84,-83.33,-82.982,-82.559,-83.237
5011.9,-12.259,-10.87,-12.134,-12.222,-11.736,-12.14,-12.903,-12.709,-11.967,-12.715,-83.103,-81.891,-82.922,-83.104,-83.064,-83.544,-83.198,-82.798,-83.446
5128.6,-12.541,-11.15,-12.41,-12.499,-12.01,-12.409,-13.178,-12.973,-12.243,-12.981,-83.327,-82.152,-83.146,-83.323,-83.279,-83.748,-83.404,-83.026,-83.647
5248.1,-12.82,-11.426,-12.682,-12.771,-12.28,-12.675,-13.45,-13.234,-12.515,-13.244,-83.54,-82.401,-83.36,-83.532,-83.484,-83.943,-83.602,-83.243,-83.838
5370.3,-13.094,-11.698,-12.951,-13.04,-12.547,-12.938,-13.718,-13.493,-12.783,-13.503,-83.743,-82.638,-83.564,-83.731,-83.68,-84.129,-83.792,-83.451,-84.022
5495.4,-13.364,-11.967,-13.215,-13.305,-12.81,-13.197,-13.982,-13.748,-13.047,-13.76,-83.937,-82.865,-83.76,-83.922,-83.868,-84.307,-83.974,-83.65,-84.198
5623.4,-13.63,-12.232,-13.477,-13.567,-13.07,-13.453,-14.243,-14,-13.308,-14.013,-84.122,-83.082,-83.947,-84.105,-84.049,-84.478,-84.148,-83.84,-84.367
5754.4,-13.893,-12.493,-13.735,-13.826,-13.327,-13.706,-14.501,-14.25,-13.566,-14.264,-84.3,-83.29,-84.127,-84.28,-84.222,-84.642,-84.317,-84.023,-84.53
5888.4,-14.153,-12.752,-13.99,-14.081,-13.58,-13.957,-14.756,-14.497,-13.821,-14.513,-84.47,-83.49,-84.299,-84.449,-84.389,-84.799,-84.478,-84.198,-84.686
6025.6,-14.41,-13.007,-14.243,-14.334,-13.832,-14.205,-15.008,-14.742,-14.074,-14.759,-84.634,-83.681,-84.465,-84.61,-84.55,-84.95,-84.634,-84.367,-84.837
6166,-14.664,-13.26,-14.493,-14.585,-14.08,-14.451,-15.258,-14.985,-14.323,-15.002,-84.791,-83.865,-84.624,-84.766,-84.704,-85.095,-84.784,-84.529,-84.982
6309.6,-14.915,-13.51,-14.74,-14.832,-14.327,-14.695,-15.505,-15.225,-14.571,-15.244,-84.941,-84.041,-84.777,-84.915,-84.853,-85.235,-84.928,-84.685,-85.122
6456.5,-15.164,-13.758,-14.985,-15.078,-14.57,-14.936,-15.75,-15.464,-14.816,-15.483,-85.087,-84.211,-84.925,-85.059,-84.996,-85.37,-85.068,-84.835,-85.256
6606.9,-15.41,-14.003,-15.228,-15.321,-14.812,-15.175,-15.992,-15.701,-15.058,-15.721,-85.226,-84.375,-85.067,-85.198,-85.134,-85.499,-85.203,-84.979,-85.387
6760.8,-15.654,-14.246,-15.469,-15.562,-15.052,-15.413,-16.233,-15.936,-15.299,-15.957,-85.361,-84.533,-85.204,-85.331,-85.268,-85.624,-85.333,-85.119,-85.512
6918.3,-15.896,-14.487,-15.708,-15.801,-15.29,-15.648,-16.471,-16.169,-15.537,-16.191,-85.49,-84.685,-85.337,-85.46,-85.397,-85.745,-85.459,-85.253,-85.634
