f,mag,phase
8.89201117857855e+002,-1.22892972301188e+001,8.30925638253775e+001
8.91250938133652e+002,-1.22614473649057e+001,8.30702778640267e+001
8.93305483733202e+002,-1.22335547681564e+001,8.30478849405361e+001
8.95364765549500e+002,-1.22056191729697e+001,8.30253842598090e+001
8.97428794500654e+002,-1.21776403104183e+001,8.30027750186271e+001
8.99497581529941e+002,-1.21496179095298e+001,8.29800564055477e+001
9.01571137605862e+002,-1.21215516972677e+001,8.29572276007978e+001
9.03649473722206e+002,-1.20934413985113e+001,8.29342877761683e+001
9.05732600898105e+002,-1.20652867360363e+001,8.29112360949055e+001
9.07820530178090e+002,-1.20370874304947e+001,8.28880717116016e+001
9.09913272632156e+002,-1.20088432003947e+001,8.28647937720825e+001
9.12010839355814e+002,-1.19805537620799e+001,8.28414014132952e+001
9.14113241470154e+002,-1.19522188297091e+001,8.28178937631927e+001
9.16220490121903e+002,-1.19238381152349e+001,8.27942699406170e+001
9.18332596483484e+002,-1.18954113283827e+001,8.27705290551808e+001
9.20449571753074e+002,-1.18669381766294e+001,8.27466702071470e+001
9.22571427154666e+002,-1.18384183651817e+001,8.27226924873066e+001
9.24698173938125e+002,-1.18098515969538e+001,8.26985949768544e+001
9.26829823379251e+002,-1.17812375725458e+001,8.26743767472626e+001
9.28966386779838e+002,-1.17525759902207e+001,8.26500368601535e+001
9.31107875467732e+002,-1.17238665458824e+001,8.26255743671687e+001
9.33254300796892e+002,-1.16951089330517e+001,8.26009883098373e+001
9.35405674147453e+002,-1.16663028428443e+001,8.25762777194415e+001
9.37562006925781e+002,-1.16374479639460e+001,8.25514416168805e+001
9.39723310564538e+002,-1.16085439825901e+001,8.25264790125319e+001
9.41889596522742e+002,-1.15795905825326e+001,8.25013889061108e+001
9.44060876285823e+002,-1.15505874450277e+001,8.24761702865274e+001
9.46237161365693e+002,-1.15215342488041e+001,8.24508221317410e+001
9.48418463300797e+002,-1.14924306700389e+001,8.24253434086131e+001
9.50604793656181e+002,-1.14632763823332e+001,8.23997330727573e+001
9.52796164023551e+002,-1.14340710566863e+001,8.23739900683867e+001
9.54992586021335e+002,-1.14048143614696e+001,8.23481133281599e+001
9.57194071294743e+002,-1.13755059624010e+001,8.23221017730225e+001
9.59400631515831e+002,-1.13461455225178e+001,8.22959543120486e+001
9.61612278383562e+002,-1.13167327021506e+001,8.22696698422770e+001
9.63829023623868e+002,-1.12872671588956e+001,8.22432472485475e+001
9.66050878989711e+002,-1.12577485475875e+001,8.22166854033323e+001
9.68277856261146e+002,-1.12281765202719e+001,8.21899831665654e+001
9.70509967245386e+002,-1.11985507261765e+001,8.21631393854697e+001
9.72747223776861e+002,-1.11688708116838e+001,8.21361528943806e+001
9.74989637717283e+002,-1.11391364203011e+001,8.21090225145672e+001
9.77237220955706e+002,-1.11093471926323e+001,8.20817470540498e+001
9.79489985408594e+002,-1.10795027663480e+001,8.20543253074151e+001
9.81747943019879e+002,-1.10496027761558e+001,8.20267560556281e+001
9.84011105761028e+002,-1.10196468537700e+001,8.19990380658408e+001
9.86279485631105e+002,-1.09896346278811e+001,8.19711700911975e+001
9.88553094656833e+002,-1.09595657241249e+001,8.19431508706375e+001
9.90831944892661e+002,-1.09294397650511e+001,8.19149791286936e+001
9.93116048420827e+002,-1.08992563700917e+001,8.18866535752881e+001
9.95405417351420e+002,-1.08690151555287e+001,8.18581729055244e+001
9.97700063822446e+002,-1.08387157344620e+001,8.18295357994759e+001
9.99999999999893e+002,-1.08083577167762e+001,8.18007409219711e+001
1.00230523807779e+003,-1.07779407091072e+001,8.17717869223746e+001
1.00461579027829e+003,-1.07474643148089e+001,8.17426724343649e+001
1.00693166885170e+003,-1.07169281339187e+001,8.17133960757081e+001
1.00925288607658e+003,-1.06863317631235e+001,8.16839564480282e+001
1.01157945425979e+003,-1.06556747957239e+001,8.16543521365722e+001
1.01391138573657e+003,-1.06249568215996e+001,8.16245817099729e+001
1.01624869287059e+003,-1.05941774271731e+001,8.15946437200063e+001
1.01859138805401e+003,-1.05633361953735e+001,8.15645367013451e+001
1.02093948370757e+003,-1.05324327055999e+001,8.15342591713082e+001
1.02329299228064e+003,-1.05014665336840e+001,8.15038096296055e+001
1.02565192625130e+003,-1.04704372518526e+001,8.14731865580785e+001
1.02801629812636e+003,-1.04393444286893e+001,8.14423884204362e+001
1.03038612044150e+003,-1.04081876290963e+001,8.14114136619862e+001
1.03276140576129e+003,-1.03769664142546e+001,8.13802607093617e+001
1.03514216667923e+003,-1.03456803415850e+001,8.13489279702425e+001
1.03752841581790e+003,-1.03143289647078e+001,8.13174138330724e+001
1.03992016582895e+003,-1.02829118334022e+001,8.12857166667707e+001
1.04231742939319e+003,-1.02514284935653e+001,8.12538348204390e+001
1.04472021922069e+003,-1.02198784871702e+001,8.12217666230620e+001
1.04712854805079e+003,-1.01882613522243e+001,8.11895103832043e+001
1.04954242865221e+003,-1.01565766227263e+001,8.11570643887004e+001
1.05196187382311e+003,-1.01248238286229e+001,8.11244269063399e+001
1.05438689639114e+003,-1.00930024957654e+001,8.10915961815465e+001
1.05681750921354e+003,-1.00611121458650e+001,8.10585704380520e+001
1.05925372517717e+003,-1.00291522964480e+001,8.10253478775633e+001
1.06169555719861e+003,-9.99712246081074e+000,8.09919266794243e+001
1.06414301822420e+003,-9.96502214797285e+000,8.09583050002709e+001
1.06659612123014e+003,-9.93285086263121e+000,8.09244809736800e+001
1.06905487922254e+003,-9.90060810511241e+000,8.08904527098122e+001
1.07151930523749e+003,-9.86829337132514e+000,8.08562182950478e+001
1.07398941234113e+003,-9.83590615271157e+000,8.08217757916158e+001
1.07646521362972e+003,-9.80344593619841e+000,8.07871232372161e+001
1.07894672222971e+003,-9.77091220414716e+000,8.07522586446353e+001
1.08143395129782e+003,-9.73830443430387e+000,8.07171800013546e+001
1.08392691402109e+003,-9.70562209974807e+000,8.06818852691506e+001
1.08642562361695e+003,-9.67286466884126e+000,8.06463723836887e+001
1.08893009333331e+003,-9.64003160517455e+000,8.06106392541089e+001
1.09144033644864e+003,-9.60712236751573e+000,8.05746837626038e+001
1.09395636627197e+003,-9.57413640975562e+000,8.05385037639880e+001
1.09647819614306e+003,-9.54107318085380e+000,8.05020970852606e+001
1.09900583943240e+003,-9.50793212478350e+000,8.04654615251581e+001
1.10153930954129e+003,-9.47471268047597e+000,8.04285948536999e+001
1.10407861990195e+003,-9.44141428176391e+000,8.03914948117237e+001
1.10662378397754e+003,-9.40803635732439e+000,8.03541591104136e+001
1.10917481526228e+003,-9.37457833062088e+000,8.03165854308183e+001
1.11173172728147e+003,-9.34103961984457e+000,8.02787714233593e+001
1.11429453359161e+003,-9.30741963785502e+000,8.02407147073314e+001
1.11686324778044e+003,-9.27371779211993e+000,8.02024128703919e+001
1.11943788346703e+003,-9.23993348465413e+000,8.01638634680403e+001
1.12201845430184e+003,-9.20606611195788e+000,8.01250640230883e+001
1.12460497396680e+003,-9.17211506495432e+000,8.00860120251191e+001
1.12719745617539e+003,-9.13807972892610e+000,8.00467049299358e+001
1.12979591467267e+003,-9.10395948345118e+000,8.00071401589997e+001
1.13240036323543e+003,-9.06975370233783e+000,7.99673150988563e+001
1.13501081567219e+003,-9.03546175355885e+000,7.99272271005517e+001
1.13762728582330e+003,-9.00108299918473e+000,7.98868734790355e+001
1.14024978756104e+003,-8.96661679531627e+000,7.98462515125530e+001
1.14287833478964e+003,-8.93206249201600e+000,7.98053584420253e+001
1.14551294144541e+003,-8.89741943323897e+000,7.97641914704160e+001
1.14815362149676e+003,-8.86268695676245e+000,7.97227477620864e+001
1.15080038894431e+003,-8.82786439411494e+000,7.96810244421366e+001
1.15345325782096e+003,-8.79295107050402e+000,7.96390185957344e+001
1.15611224219197e+003,-8.75794630474350e+000,7.95967272674292e+001
1.15877735615500e+003,-8.72284940917942e+000,7.95541474604534e+001
1.16144861384021e+003,-8.68765968961535e+000,7.95112761360087e+001
1.16412602941036e+003,-8.65237644523645e+000,7.94681102125377e+001
1.16680961706083e+003,-8.61699896853277e+000,7.94246465649812e+001
1.16949939101974e+003,-8.58152654522149e+000,7.93808820240195e+001
1.17219536554800e+003,-8.54595845416816e+000,7.93368133752989e+001
1.17489755493940e+003,-8.51029396730691e+000,7.92924373586406e+001
1.17760597352068e+003,-8.47453234955978e+000,7.92477506672358e+001
1.18032063565160e+003,-8.43867285875477e+000,7.92027499468209e+001
1.18304155572503e+003,-8.40271474554312e+000,7.91574317948379e+001
1.18576874816703e+003,-8.36665725331533e+000,7.91117927595762e+001
1.18850222743689e+003,-8.33049961811629e+000,7.90658293392962e+001
1.19124200802724e+003,-8.29424106855916e+000,7.90195379813347e+001
1.19398810446414e+003,-8.25788082573833e+000,7.89729150811918e+001
1.19674053130711e+003,-8.22141810314115e+000,7.89259569815976e+001
1.19949930314924e+003,-8.18485210655865e+000,7.88786599715591e+001
1.20226443461728e+003,-8.14818203399511e+000,7.88310202853880e+001
1.20503594037166e+003,-8.11140707557647e+000,7.87830341017056e+001
1.20781383510664e+003,-8.07452641345763e+000,7.87346975424283e+001
1.21059813355035e+003,-8.03753922172863e+000,7.86860066717300e+001
1.21338885046484e+003,-8.00044466631958e+000,7.86369574949826e+001
1.21618600064623e+003,-7.96324190490457e+000,7.85875459576732e+001
1.21898959892473e+003,-7.92593008680419e+000,7.85377679442983e+001
1.22179966016473e+003,-7.88850835288710e+000,7.84876192772328e+001
1.22461619926491e+003,-7.85097583547019e+000,7.84370957155759e+001
1.22743923115827e+003,-7.81333165821768e+000,7.83861929539698e+001
1.23026877081224e+003,-7.77557493603891e+000,7.83349066213937e+001
1.23310483322877e+003,-7.73770477498497e+000,7.82832322799308e+001
1.23594743344437e+003,-7.69972027214407e+000,7.82311654235078e+001
1.23879658653023e+003,-7.66162051553562e+000,7.81787014766063e+001
1.24165230759227e+003,-7.62340458400318e+000,7.81258357929460e+001
1.24451461177124e+003,-7.58507154710605e+000,7.80725636541375e+001
1.24738351424280e+003,-7.54662046500963e+000,7.80188802683061e+001
1.25025903021758e+003,-7.50805038837453e+000,7.79647807686837e+001
1.25314117494127e+003,-7.46936035824440e+000,7.79102602121690e+001
1.25602996369473e+003,-7.43054940593251e+000,7.78553135778549e+001
1.25892541179402e+003,-7.39161655290693e+000,7.77999357655239e+001
1.26182753459053e+003,-7.35256081067462e+000,7.77441215941067e+001
1.26473634747101e+003,-7.31338118066407e+000,7.76878658001077e+001
1.26765186585770e+003,-7.27407665410679e+000,7.76311630359936e+001
1.27057410520840e+003,-7.23464621191732e+000,7.75740078685440e+001
1.27350308101652e+003,-7.19508882457218e+000,7.75163947771660e+001
1.27643880881120e+003,-7.15540345198740e+000,7.74583181521676e+001
1.27938130415738e+003,-7.11558904339474e+000,7.73997722929922e+001
1.28233058265588e+003,-7.07564453721677e+000,7.73407514064119e+001
1.28528665994347e+003,-7.03556886094053e+000,7.72812496046781e+001
1.28824955169299e+003,-6.99536093099003e+000,7.72212609036286e+001
1.29121927361339e+003,-6.95501965259732e+000,7.71607792207510e+001
1.29419584144984e+003,-6.91454391967262e+000,7.70997983731997e+001
1.29717927098381e+003,-6.87393261467288e+000,7.70383120757658e+001
1.30016957803314e+003,-6.83318460846927e+000,7.69763139387992e+001
1.30316677845215e+003,-6.79229876021347e+000,7.69137974660811e+001
1.30617088813169e+003,-6.75127391720270e+000,7.68507560526456e+001
1.30918192299926e+003,-6.71010891474360e+000,7.67871829825486e+001
1.31219989901905e+003,-6.66880257601494e+000,7.67230714265838e+001
1.31522483219209e+003,-6.62735371192920e+000,7.66584144399428e+001
1.31825673855626e+003,-6.58576112099302e+000,7.65932049598193e+001
1.32129563418642e+003,-6.54402358916662e+000,7.65274358029542e+001
1.32434153519451e+003,-6.50213988972203e+000,7.64610996631218e+001
1.32739445772959e+003,-6.46010878310049e+000,7.63941891085536e+001
1.33045441797794e+003,-6.41792901676865e+000,7.63266965793002e+001
1.33352143216317e+003,-6.37559932507404e+000,7.62586143845265e+001
1.33659551654629e+003,-6.33311842909941e+000,7.61899346997419e+001
1.33967668742578e+003,-6.29048503651642e+000,7.61206495639608e+001
1.34276496113771e+003,-6.24769784143835e+000,7.60507508767930e+001
1.34586035405579e+003,-6.20475552427216e+000,7.59802303954620e+001
1.34896288259150e+003,-6.16165675156983e+000,7.59090797317474e+001
1.35207256319412e+003,-6.11840017587899e+000,7.58372903488524e+001
1.35518941235088e+003,-6.07498443559311e+000,7.57648535581912e+001
1.35831344658700e+003,-6.03140815480108e+000,7.56917605160962e+001
1.36144468246579e+003,-5.98766994313643e+000,7.56180022204410e+001
1.36458313658877e+003,-5.94376839562622e+000,7.55435695071787e+001
1.36772882559569e+003,-5.89970209253965e+000,7.54684530467911e+001
1.37088176616470e+003,-5.85546959923652e+000,7.53926433406479e+001
1.37404197501236e+003,-5.81106946601568e+000,7.53161307172723e+001
1.37720946889379e+003,-5.76650022796350e+000,7.52389053285101e+001
1.38038426460273e+003,-5.72176040480258e+000,7.51609571456016e+001
1.38356637897162e+003,-5.67684850074066e+000,7.50822759551498e+001
1.38675582887173e+003,-5.63176300432005e+000,7.50028513549861e+001
1.38995263121319e+003,-5.58650238826765e+000,7.49226727499268e+001
1.39315680294514e+003,-5.54106510934558e+000,7.48417293474198e+001
1.39636836105578e+003,-5.49544960820282e+000,7.47600101530771e+001
1.39958732257246e+003,-5.44965430922792e+000,7.46775039660900e+001
1.40281370456180e+003,-5.40367762040278e+000,7.45941993745239e+001
1.40604752412975e+003,-5.35751793315808e+000,7.45100847504878e+001
1.40928879842171e+003,-5.31117362223024e+000,7.44251482451775e+001
1.41253754462259e+003,-5.26464304552020e+000,7.43393777837859e+001
1.41579377995692e+003,-5.21792454395442e+000,7.42527610602781e+001
1.41905752168893e+003,-5.17101644134806e+000,7.41652855320269e+001
1.42232878712265e+003,-5.12391704427095e+000,7.40769384143044e+001
1.42560759360202e+003,-5.07662464191619e+000,7.39877066746266e+001
1.42889395851094e+003,-5.02913750597222e+000,7.38975770269437e+001
1.43218789927338e+003,-4.98145389049806e+000,7.38065359256755e+001
1.43548943335349e+003,-4.93357203180266e+000,7.37145695595836e+001
1.43879857825568e+003,-4.88549014832823e+000,7.36216638454785e+001
1.44211535152470e+003,-4.83720644053810e+000,7.35278044217538e+001
1.44543977074576e+003,-4.78871909080967e+000,7.34329766417453e+001
1.44877185354459e+003,-4.74002626333263e+000,7.33371655669071e+001
1.45211161758757e+003,-4.69112610401289e+000,7.32403559598009e+001
1.45545908058180e+003,-4.64201674038287e+000,7.31425322768922e+001
1.45881426027518e+003,-4.59269628151865e+000,7.30436786611480e+001
1.46217717445655e+003,-4.54316281796417e+000,7.29437789344288e+001
1.46554784095574e+003,-4.49341442166348e+000,7.28428165896711e+001
1.46892627764370e+003,-4.44344914590136e+000,7.27407747828509e+001
1.47231250243255e+003,-4.39326502525301e+000,7.26376363247247e+001
1.47570653327572e+003,-4.34286007554341e+000,7.25333836723388e+001
1.47910838816803e+003,-4.29223229381723e+000,7.24279989203017e+001
1.48251808514578e+003,-4.24137965831976e+000,7.23214637918113e+001
1.48593564228683e+003,-4.19030012848996e+000,7.22137596294293e+001
1.48936107771074e+003,-4.13899164496605e+000,7.21048673855971e+001
1.49279440957882e+003,-4.08745212960508e+000,7.19947676128824e+001
1.49623565609426e+003,-4.03567948551665e+000,7.18834404539506e+001
1.49968483550220e+003,-3.98367159711274e+000,7.17708656312522e+001
1.50314196608985e+003,-3.93142633017361e+000,7.16570224364172e+001
1.50660706618657e+003,-3.87894153193177e+000,7.15418897193473e+001
1.51008015416397e+003,-3.82621503117462e+000,7.14254458769984e+001
1.51356124843603e+003,-3.77324463836731e+000,7.13076688418420e+001
1.51705036745916e+003,-3.72002814579684e+000,7.11885360699971e+001
1.52054752973232e+003,-3.66656332773903e+000,7.10680245290230e+001
1.52405275379711e+003,-3.61284794064974e+000,7.09461106853610e+001
1.52756605823789e+003,-3.55887972338173e+000,7.08227704914174e+001
1.53108746168185e+003,-3.50465639742891e+000,7.06979793722736e+001
1.53461698279911e+003,-3.45017566719978e+000,7.05717122120158e+001
1.53815464030285e+003,-3.39543522032166e+000,7.04439433396694e+001
1.54170045294938e+003,-3.34043272797780e+000,7.03146465147301e+001
1.54525443953823e+003,-3.28516584527929e+000,7.01837949122765e+001
1.54881661891230e+003,-3.22963221167406e+000,7.00513611076541e+001
1.55238700995790e+003,-3.17382945139510e+000,6.99173170607168e+001
1.55596563160489e+003,-3.11775517395017e+000,6.97816340996150e+001
1.55955250282677e+003,-3.06140697465599e+000,6.96442829041137e+001
1.56314764264077e+003,-3.00478243521910e+000,6.95052334884319e+001
1.56675107010796e+003,-2.94787912436644e+000,6.93644551835842e+001
1.57036280433337e+003,-2.89069459852867e+000,6.92219166192158e+001
1.57398286446603e+003,-2.83322640257927e+000,6.90775857049120e+001
1.57761126969916e+003,-2.77547207063290e+000,6.89314296109717e+001
1.58124803927020e+003,-2.71742912690640e+000,6.87834147486257e+001
1.58489319246093e+003,-2.65909508664631e+000,6.86335067496895e+001
1.58854674859759e+003,-2.60046745712671e+000,6.84816704456309e+001
1.59220872705098e+003,-2.54154373872173e+000,6.83278698460392e+001
1.59587914723654e+003,-2.48232142605685e+000,6.81720681164804e+001
1.59955802861448e+003,-2.42279800924412e+000,6.80142275557207e+001
1.60324539068985e+003,-2.36297097520544e+000,6.78543095723032e+001
1.60694125301269e+003,-2.30283780909014e+000,6.76922746604634e+001
1.61064563517808e+003,-2.24239599579131e+000,6.75280823753617e+001
1.61435855682629e+003,-2.18164302156745e+000,6.73616913076243e+001
1.61808003764287e+003,-2.12057637577503e+000,6.71930590571691e+001
1.62181009735874e+003,-2.05919355271894e+000,6.70221422063037e+001
1.62554875575029e+003,-1.99749205362710e+000,6.68488962920789e+001
1.62929603263953e+003,-1.93546938875697e+000,6.66732757778820e+001
1.63305194789414e+003,-1.87312307964125e+000,6.64952340242517e+001
1.63681652142761e+003,-1.81045066148081e+000,6.63147232589027e+001
1.64058977319934e+003,-1.74744968569377e+000,6.61316945459415e+001
1.64437172321474e+003,-1.68411772262901e+000,6.59460977542610e+001
1.64816239152531e+003,-1.62045236445421e+000,6.57578815250992e+001
1.65196179822882e+003,-1.55645122822802e+000,6.55669932387479e+001
1.65576996346933e+003,-1.49211195916712e+000,6.53733789804006e+001
1.65958690743736e+003,-1.42743223411912e+000,6.51769835051271e+001
1.66341265036997e+003,-1.36240976525311e+000,6.49777502019642e+001
1.66724721255086e+003,-1.29704230398046e+000,6.47756210571158e+001
1.67109061431051e+003,-1.23132764511822e+000,6.45705366162520e+001
1.67494287602624e+003,-1.16526363130974e+000,6.43624359459042e+001
1.67880401812236e+003,-1.09884815771649e+000,6.41512565939513e+001
1.68267406107027e+003,-1.03207917699623e+000,6.39369345491978e+001
1.68655302538854e+003,-9.64954704583999e-001,6.37194042000412e+001
1.69044093164306e+003,-8.97472824292541e-001,6.34985982922377e+001
1.69433780044713e+003,-8.29631694250149e-001,6.32744478857707e+001
1.69824365246154e+003,-7.61429553194356e-001,6.30468823108341e+001
1.70215850839475e+003,-6.92864727141566e-001,6.28158291229457e+001
1.70608238900292e+003,-6.23935636453060e-001,6.25812140572102e+001
1.71001531509008e+003,-5.54640803319042e-001,6.23429609817572e+001
1.71395730750822e+003,-4.84978859683907e-001,6.21009918503829e+001
1.71790838715738e+003,-4.14948555636148e-001,6.18552266544345e+001
1.72186857498580e+003,-3.44548768288545e-001,6.16055833739771e+001
1.72583789199000e+003,-2.73778511174540e-001,6.13519779282975e+001
1.72981635921489e+003,-2.02636944188504e-001,6.10943241258006e+001
1.73380399775393e+003,-1.31123384098788e-001,6.08325336133688e+001
1.73780082874917e+003,-5.92373156634855e-002,6.05665158252609e+001
1.74180687339140e+003,1.30215966194280e-002,6.02961779316400e+001
1.74582215292029e+003,8.56534960949493e-002,6.00214247868324e+001
1.74984668862445e+003,1.58658320832708e-001,5.97421588774290e+001
1.75388050184155e+003,2.32035789771412e-001,5.94582802703607e+001
1.75792361395848e+003,3.05785388090035e-001,5.91696865610897e+001
1.76197604641142e+003,3.79906351766340e-001,5.88762728220796e+001
1.76603782068595e+003,4.54397651283739e-001,5.85779315517229e+001
1.77010895831721e+003,5.29257974444907e-001,5.82745526239269e+001
1.77418948088995e+003,6.04485708250265e-001,5.79660232385804e+001
1.77827941003871e+003,6.80078919797085e-001,5.76522278731476e+001
1.78237876744787e+003,7.56035336154715e-001,5.73330482356599e+001
1.78648757485183e+003,8.32352323170000e-001,5.70083632194090e+001
1.79060585403508e+003,9.09026863155715e-001,5.66780488596678e+001
1.79473362683231e+003,9.86055531414607e-001,5.63419782928072e+001
1.79887091512857e+003,1.06343447155031e+000,5.60000217182045e+001
1.80301774085935e+003,1.14115936951669e+000,5.56520463633809e+001
1.80717412601071e+003,1.21922542635626e+000,5.52979164528477e+001
1.81134009261938e+003,1.29762732957916e+000,5.49374931811811e+001
1.81551566277291e+003,1.37635922313387e+000,5.45706346908946e+001
1.81970085860976e+003,1.45541467592234e+000,5.41971960557296e+001
1.82389570231942e+003,1.53478664881350e+000,5.38170292700339e+001
1.82810021614252e+003,1.61446746011031e+000,5.34299832449602e+001
1.83231442237099e+003,1.69444874942882e+000,5.30359038122720e+001
1.83653834334812e+003,1.77472143995050e+000,5.26346337366126e+001
1.84077200146873e+003,1.85527569901266e+000,5.22260127371559e+001
1.84501541917925e+003,1.93610089700760e+000,5.18098775196327e+001
1.84926861897785e+003,2.01718556456561e+000,5.13860618197979e+001
1.85353162341459e+003,2.09851734800498e+000,5.09543964594803e+001
1.85780445509147e+003,2.18008296303997e+000,5.05147094164417e+001
1.86208713666264e+003,2.26186814674648e+000,5.00668259093484e+001
1.86637969083444e+003,2.34385760779745e+000,4.96105684992511e+001
1.87068214036557e+003,2.42603497499154e+000,4.91457572090464e+001
1.87499450806719e+003,2.50838274411387e+000,4.86722096624916e+001
1.87931681680304e+003,2.59088222318336e+000,4.81897412444245e+001
1.88364908948957e+003,2.67351347616051e+000,4.76981652839328e+001
1.88799134909606e+003,2.75625526521012e+000,4.71972932622954e+001
1.89234361864474e+003,2.83908499163642e+000,4.66869350476129e+001
1.89670592121091e+003,2.92197863563512e+000,4.61668991581065e+001
1.90107827992307e+003,3.00491069503456e+000,4.56369930561465e+001
1.90546071796301e+003,3.08785412323181e+000,4.50970234751275e+001
1.90985325856600e+003,3.17078026656220e+000,4.45467967813573e+001
1.91425592502085e+003,3.25365880138154e+000,4.39861193731641e+001
1.91866874067005e+003,3.33645767118046e+000,4.34147981194432e+001
1.92309172890992e+003,3.41914302409476e+000,4.28326408398610e+001
1.92752491319070e+003,3.50167915122575e+000,4.22394568289116e+001
1.93196831701669e+003,3.58402842623461e+000,4.16350574259551e+001
1.93642196394637e+003,3.66615124673001e+000,4.10192566332924e+001
1.94088587759254e+003,3.74800597802598e+000,4.03918717841864e+001
1.94536008162242e+003,3.82954889990702e+000,3.97527242625825e+001
1.94984459975781e+003,3.91073415710022e+000,3.91016402760558e+001
1.95433945577515e+003,3.99151371421714e+000,3.84384516832359e+001
1.95884467350575e+003,4.07183731599367e+000,3.77629968766361e+001
1.96336027683580e+003,4.15165245372045e+000,3.70751217214039e+001
1.96788628970660e+003,4.23090433881908e+000,3.63746805500497e+001
1.97242273611461e+003,4.30953588458129e+000,3.56615372126641e+001
1.97696964011162e+003,4.38748769714383e+000,3.49355661815085e+001
1.98152702580485e+003,4.46469807682395e+000,3.41966537081626e+001
1.98609491735713e+003,4.54110303098347e+000,3.34446990306177e+001
1.99067333898694e+003,4.61663629962256e+000,3.26796156268339e+001
1.99526231496863e+003,4.69122939492735e+000,3.19013325103163e+001
1.99986186963250e+003,4.76481165600153e+000,3.11097955622281e+001
2.00447202736491e+003,4.83731032000218e+000,3.03049688934448e+001
2.00909281260848e+003,4.90865061087057e+000,2.94868362287735e+001
2.01372424986214e+003,4.97875584679617e+000,2.86554023043326e+001
2.01836636368131e+003,5.04754756747317e+000,2.78106942678161e+001
2.02301917867802e+003,5.11494568210531e+000,2.69527630700842e+001
2.02768271952103e+003,5.18086863897713e+000,2.60816848352407e+001
2.03235701093597e+003,5.24523361724440e+000,2.51975621951187e+001
2.03704207770547e+003,5.30795674139391e+000,2.43005255729123e+001
2.04173794466928e+003,5.36895331859065e+000,2.33907343996262e+001
2.04644463672442e+003,5.42813809886090e+000,2.24683782460691e+001
2.05116217882531e+003,5.48542555776001e+000,2.15336778523720e+001
2.05589059598389e+003,5.54073020084308e+000,2.05868860364774e+001
2.06062991326974e+003,5.59396688889887e+000,1.96282884627773e+001
2.06538015581027e+003,5.64505118252779e+000,1.86582042521235e+001
2.07014134879078e+003,5.69389970424902e+000,1.76769864148130e+001
2.07491351745465e+003,5.74043051591670e+000,1.66850220889146e+001
2.07969668710344e+003,5.78456350882127e+000,1.56827325674696e+001
2.08449088309703e+003,5.82622080345507e+000,1.46705730996767e+001
2.08929613085378e+003,5.86532715554713e+000,1.36490324531948e+001
2.09411245585063e+003,5.90181036462734e+000,1.26186322271267e+001
2.09893988362326e+003,5.93560168107854e+000,1.15799259080833e+001
2.10377843976621e+003,5.96663620738816e+000,1.05334976649481e+001
2.10862814993303e+003,5.99485328912845e+000,9.47996088148110e+000
2.11348903983638e+003,6.02019689108697e+000,8.41995642970268e+000
2.11836113524824e+003,6.04261595394428e+000,7.35415069096851e+000
2.12324446199995e+003,6.06206472696121e+000,6.28323333571564e+000
2.12813904598245e+003,6.07850307229602e+000,5.20791487692658e+000
2.13304491314631e+003,6.09189673682497e+000,4.12892401631875e+000
2.13796208950196e+003,6.10221758768490e+000,3.04700480601494e+000
2.14289060111979e+003,6.10944380819150e+000,1.96291365186672e+000
2.14783047413026e+003,6.11356005129898e+000,8.77416187621843e-001
2.15278173472410e+003,6.11455754835137e+000,-2.08715948384945e-001
2.15774440915240e+003,6.11243417151510e+000,-1.29470840042531e+000
2.16271852372675e+003,6.10719444896144e+000,-2.37978741160218e+000
2.16770410481942e+003,6.09884953257228e+000,-3.46318313366840e+000
2.17270117886347e+003,6.08741711865154e+000,-4.54413289513777e+000
2.17770977235289e+003,6.07292132282220e+000,-5.62188439321177e+000
2.18272991184273e+003,6.05539251095557e+000,-6.69569877654275e+000
2.18776162394928e+003,6.03486708860106e+000,-7.76485358799786e+000
2.19280493535017e+003,6.01138725194308e+000,-8.82864553925735e+000
2.19785987278455e+003,5.98500070379964e+000,-9.88639309227108e+000
2.20292646305318e+003,5.95576033857749e+000,-1.09374388261370e+001
2.20800473301862e+003,5.92372390041343e+000,-1.19811515718041e+001
2.21309470960536e+003,5.88895361894931e+000,-1.30169283010133e+001
2.21819641979994e+003,5.85151582731196e+000,-1.40441957599691e+001
2.22330989065112e+003,5.81148056690304e+000,-1.50624118422801e+001
2.22843514927002e+003,5.76892118354690e+000,-1.60710666996245e+001
2.23357222283025e+003,5.72391391940999e+000,-1.70696835923038e+001
2.23872113856806e+003,5.67653750489812e+000,-1.80578194852690e+001
2.24388192378248e+003,5.62687275446963e+000,-1.90350653982857e+001
2.24905460583550e+003,5.57500216998416e+000,-2.00010465216017e+001
2.25423921215214e+003,5.52100955485078e+000,-2.09554221107585e+001
2.25943577022069e+003,5.46497964185359e+000,-2.18978851760626e+001
2.26464430759277e+003,5.40699773713478e+000,-2.28281619836436e+001
2.26986485188353e+003,5.34714938240794e+000,-2.37460113860604e+001
2.27509743077178e+003,5.28552003707251e+000,-2.46512240010272e+001
2.28034207200013e+003,5.22219478150918e+000,-2.55436212570945e+001
2.28559880337514e+003,5.15725804246412e+000,-2.64230543250386e+001
2.29086765276748e+003,5.09079334108145e+000,-2.72894029533511e+001
2.29614864811207e+003,5.02288306382296e+000,-2.81425742256055e+001
2.30144181740822e+003,4.95360825622554e+000,-2.89825012566440e+001
